,CBSAMET_KEY,CBSAMET_NAME,INCOME,SIZE1,Count,Income_Class
11499,29460,"Lakeland-Winter Haven, FL Metro","Income $75,000 - $99,999",3 Member HH,5211,Middle
11500,29460,"Lakeland-Winter Haven, FL Metro","Income <$15,000",3 Member HH,2806,Lower
11501,29460,"Lakeland-Winter Haven, FL Metro","Income $100,000 - $124,999",4 Member HH,1671,Middle
11502,29460,"Lakeland-Winter Haven, FL Metro","Income $125,000 - $149,999",4 Member HH,763,Middle
11503,29460,"Lakeland-Winter Haven, FL Metro","Income $15,000 - $24,999",4 Member HH,1964,Lower
11504,29460,"Lakeland-Winter Haven, FL Metro","Income $150,000 - $174,999",4 Member HH,413,Upper
11505,29460,"Lakeland-Winter Haven, FL Metro","Income $175,000 - $199,999",4 Member HH,79,Upper
11506,29460,"Lakeland-Winter Haven, FL Metro","Income $200,000 - $249,999",4 Member HH,214,Upper
11507,29460,"Lakeland-Winter Haven, FL Metro","Income $25,000 - $34,999",4 Member HH,1952,Lower
11508,29460,"Lakeland-Winter Haven, FL Metro","Income $250,000+",4 Member HH,324,Upper
11509,29460,"Lakeland-Winter Haven, FL Metro","Income $35,000 - $49,999",4 Member HH,2494,Lower
11510,29460,"Lakeland-Winter Haven, FL Metro","Income $50,000 - $74,999",4 Member HH,5797,Middle
11511,29460,"Lakeland-Winter Haven, FL Metro","Income $75,000 - $99,999",4 Member HH,3876,Middle
11512,29460,"Lakeland-Winter Haven, FL Metro","Income <$15,000",4 Member HH,1277,Lower
11513,29460,"Lakeland-Winter Haven, FL Metro","Income $100,000 - $124,999",5+ Member HH,2528,Middle
11514,29460,"Lakeland-Winter Haven, FL Metro","Income $125,000 - $149,999",5+ Member HH,1418,Middle
11515,29460,"Lakeland-Winter Haven, FL Metro","Income $15,000 - $24,999",5+ Member HH,2368,Lower
11516,29460,"Lakeland-Winter Haven, FL Metro","Income $150,000 - $174,999",5+ Member HH,649,Middle
11517,29460,"Lakeland-Winter Haven, FL Metro","Income $175,000 - $199,999",5+ Member HH,129,Upper
11518,29460,"Lakeland-Winter Haven, FL Metro","Income $200,000 - $249,999",5+ Member HH,311,Upper
11519,29460,"Lakeland-Winter Haven, FL Metro","Income $25,000 - $34,999",5+ Member HH,2426,Lower
11520,29460,"Lakeland-Winter Haven, FL Metro","Income $250,000+",5+ Member HH,559,Upper
11521,29460,"Lakeland-Winter Haven, FL Metro","Income $35,000 - $49,999",5+ Member HH,2643,Lower
11522,29460,"Lakeland-Winter Haven, FL Metro","Income $50,000 - $74,999",5+ Member HH,8715,Middle
11523,29460,"Lakeland-Winter Haven, FL Metro","Income $75,000 - $99,999",5+ Member HH,6702,Middle
11524,29460,"Lakeland-Winter Haven, FL Metro","Income <$15,000",5+ Member HH,1288,Lower
11525,29540,"Lancaster, PA Metro","Income $100,000 - $124,999",1 Member HH,2310,Upper
11526,29540,"Lancaster, PA Metro","Income $125,000 - $149,999",1 Member HH,1698,Upper
11527,29540,"Lancaster, PA Metro","Income $15,000 - $24,999",1 Member HH,5734,Lower
11528,29540,"Lancaster, PA Metro","Income $150,000 - $174,999",1 Member HH,1723,Upper
11529,29540,"Lancaster, PA Metro","Income $175,000 - $199,999",1 Member HH,196,Upper
11530,29540,"Lancaster, PA Metro","Income $200,000 - $249,999",1 Member HH,610,Upper
11531,29540,"Lancaster, PA Metro","Income $25,000 - $34,999",1 Member HH,6744,Middle
11532,29540,"Lancaster, PA Metro","Income $250,000+",1 Member HH,788,Upper
11533,29540,"Lancaster, PA Metro","Income $35,000 - $49,999",1 Member HH,8540,Middle
11534,29540,"Lancaster, PA Metro","Income $50,000 - $74,999",1 Member HH,8959,Middle
11535,29540,"Lancaster, PA Metro","Income $75,000 - $99,999",1 Member HH,3058,Upper
11536,29540,"Lancaster, PA Metro","Income <$15,000",1 Member HH,6074,Lower
11537,29540,"Lancaster, PA Metro","Income $100,000 - $124,999",2 Member HH,5251,Upper
11538,29540,"Lancaster, PA Metro","Income $125,000 - $149,999",2 Member HH,3182,Upper
11539,29540,"Lancaster, PA Metro","Income $15,000 - $24,999",2 Member HH,5752,Lower
11540,29540,"Lancaster, PA Metro","Income $150,000 - $174,999",2 Member HH,2691,Upper
11541,29540,"Lancaster, PA Metro","Income $175,000 - $199,999",2 Member HH,454,Upper
11542,29540,"Lancaster, PA Metro","Income $200,000 - $249,999",2 Member HH,1103,Upper
11543,29540,"Lancaster, PA Metro","Income $25,000 - $34,999",2 Member HH,6905,Lower
11544,29540,"Lancaster, PA Metro","Income $250,000+",2 Member HH,1415,Upper
11545,29540,"Lancaster, PA Metro","Income $35,000 - $49,999",2 Member HH,12149,Middle
11546,29540,"Lancaster, PA Metro","Income $50,000 - $74,999",2 Member HH,14847,Middle
11547,29540,"Lancaster, PA Metro","Income $75,000 - $99,999",2 Member HH,9210,Middle
11548,29540,"Lancaster, PA Metro","Income <$15,000",2 Member HH,6215,Lower
11549,29540,"Lancaster, PA Metro","Income $100,000 - $124,999",3 Member HH,2934,Middle
11550,29540,"Lancaster, PA Metro","Income $125,000 - $149,999",3 Member HH,1343,Upper
11551,29540,"Lancaster, PA Metro","Income $15,000 - $24,999",3 Member HH,1843,Lower
11552,29540,"Lancaster, PA Metro","Income $150,000 - $174,999",3 Member HH,988,Upper
11553,29540,"Lancaster, PA Metro","Income $175,000 - $199,999",3 Member HH,250,Upper
11554,29540,"Lancaster, PA Metro","Income $200,000 - $249,999",3 Member HH,481,Upper
11555,29540,"Lancaster, PA Metro","Income $25,000 - $34,999",3 Member HH,2031,Lower
11556,29540,"Lancaster, PA Metro","Income $250,000+",3 Member HH,514,Upper
11557,29540,"Lancaster, PA Metro","Income $35,000 - $49,999",3 Member HH,3162,Lower
11558,29540,"Lancaster, PA Metro","Income $50,000 - $74,999",3 Member HH,6862,Middle
11559,29540,"Lancaster, PA Metro","Income $75,000 - $99,999",3 Member HH,5403,Middle
11560,29540,"Lancaster, PA Metro","Income <$15,000",3 Member HH,1416,Lower
11561,29540,"Lancaster, PA Metro","Income $100,000 - $124,999",4 Member HH,2219,Middle
11562,29540,"Lancaster, PA Metro","Income $125,000 - $149,999",4 Member HH,1146,Middle
11563,29540,"Lancaster, PA Metro","Income $15,000 - $24,999",4 Member HH,992,Lower
11564,29540,"Lancaster, PA Metro","Income $150,000 - $174,999",4 Member HH,686,Upper
11565,29540,"Lancaster, PA Metro","Income $175,000 - $199,999",4 Member HH,171,Upper
11566,29540,"Lancaster, PA Metro","Income $200,000 - $249,999",4 Member HH,294,Upper
11567,29540,"Lancaster, PA Metro","Income $25,000 - $34,999",4 Member HH,1107,Lower
11568,29540,"Lancaster, PA Metro","Income $250,000+",4 Member HH,430,Upper
11569,29540,"Lancaster, PA Metro","Income $35,000 - $49,999",4 Member HH,1362,Lower
11570,29540,"Lancaster, PA Metro","Income $50,000 - $74,999",4 Member HH,4370,Middle
11571,29540,"Lancaster, PA Metro","Income $75,000 - $99,999",4 Member HH,4325,Middle
11572,29540,"Lancaster, PA Metro","Income <$15,000",4 Member HH,815,Lower
11573,29540,"Lancaster, PA Metro","Income $100,000 - $124,999",5+ Member HH,4404,Middle
11574,29540,"Lancaster, PA Metro","Income $125,000 - $149,999",5+ Member HH,2175,Middle
11575,29540,"Lancaster, PA Metro","Income $15,000 - $24,999",5+ Member HH,1307,Lower
11576,29540,"Lancaster, PA Metro","Income $150,000 - $174,999",5+ Member HH,1192,Middle
11577,29540,"Lancaster, PA Metro","Income $175,000 - $199,999",5+ Member HH,338,Upper
11578,29540,"Lancaster, PA Metro","Income $200,000 - $249,999",5+ Member HH,528,Upper
11579,29540,"Lancaster, PA Metro","Income $25,000 - $34,999",5+ Member HH,1454,Lower
11580,29540,"Lancaster, PA Metro","Income $250,000+",5+ Member HH,759,Upper
11581,29540,"Lancaster, PA Metro","Income $35,000 - $49,999",5+ Member HH,1589,Lower
11582,29540,"Lancaster, PA Metro","Income $50,000 - $74,999",5+ Member HH,6553,Middle
11583,29540,"Lancaster, PA Metro","Income $75,000 - $99,999",5+ Member HH,8323,Middle
11584,29540,"Lancaster, PA Metro","Income <$15,000",5+ Member HH,976,Lower
11585,29620,"Lansing-East Lansing, MI Metro","Income $100,000 - $124,999",1 Member HH,3032,Upper
11586,29620,"Lansing-East Lansing, MI Metro","Income $125,000 - $149,999",1 Member HH,1852,Upper
11587,29620,"Lansing-East Lansing, MI Metro","Income $15,000 - $24,999",1 Member HH,6954,Lower
11588,29620,"Lansing-East Lansing, MI Metro","Income $150,000 - $174,999",1 Member HH,1573,Upper
11589,29620,"Lansing-East Lansing, MI Metro","Income $175,000 - $199,999",1 Member HH,330,Upper
11590,29620,"Lansing-East Lansing, MI Metro","Income $200,000 - $249,999",1 Member HH,647,Upper
11591,29620,"Lansing-East Lansing, MI Metro","Income $25,000 - $34,999",1 Member HH,6418,Middle
11592,29620,"Lansing-East Lansing, MI Metro","Income $250,000+",1 Member HH,958,Upper
11593,29620,"Lansing-East Lansing, MI Metro","Income $35,000 - $49,999",1 Member HH,8382,Middle
11594,29620,"Lansing-East Lansing, MI Metro","Income $50,000 - $74,999",1 Member HH,7717,Middle
11595,29620,"Lansing-East Lansing, MI Metro","Income $75,000 - $99,999",1 Member HH,3491,Upper
11596,29620,"Lansing-East Lansing, MI Metro","Income <$15,000",1 Member HH,10355,Lower
11597,29620,"Lansing-East Lansing, MI Metro","Income $100,000 - $124,999",2 Member HH,5061,Upper
11598,29620,"Lansing-East Lansing, MI Metro","Income $125,000 - $149,999",2 Member HH,2805,Upper
11599,29620,"Lansing-East Lansing, MI Metro","Income $15,000 - $24,999",2 Member HH,5719,Lower
11600,29620,"Lansing-East Lansing, MI Metro","Income $150,000 - $174,999",2 Member HH,1980,Upper
11601,29620,"Lansing-East Lansing, MI Metro","Income $175,000 - $199,999",2 Member HH,607,Upper
11602,29620,"Lansing-East Lansing, MI Metro","Income $200,000 - $249,999",2 Member HH,860,Upper
11603,29620,"Lansing-East Lansing, MI Metro","Income $25,000 - $34,999",2 Member HH,5675,Lower
11604,29620,"Lansing-East Lansing, MI Metro","Income $250,000+",2 Member HH,1278,Upper
11605,29620,"Lansing-East Lansing, MI Metro","Income $35,000 - $49,999",2 Member HH,10014,Middle
11606,29620,"Lansing-East Lansing, MI Metro","Income $50,000 - $74,999",2 Member HH,11814,Middle
11607,29620,"Lansing-East Lansing, MI Metro","Income $75,000 - $99,999",2 Member HH,7509,Middle
11608,29620,"Lansing-East Lansing, MI Metro","Income <$15,000",2 Member HH,6831,Lower
11609,29620,"Lansing-East Lansing, MI Metro","Income $100,000 - $124,999",3 Member HH,2461,Middle
11610,29620,"Lansing-East Lansing, MI Metro","Income $125,000 - $149,999",3 Member HH,1156,Upper
11611,29620,"Lansing-East Lansing, MI Metro","Income $15,000 - $24,999",3 Member HH,1704,Lower
11612,29620,"Lansing-East Lansing, MI Metro","Income $150,000 - $174,999",3 Member HH,580,Upper
11613,29620,"Lansing-East Lansing, MI Metro","Income $175,000 - $199,999",3 Member HH,332,Upper
11614,29620,"Lansing-East Lansing, MI Metro","Income $200,000 - $249,999",3 Member HH,344,Upper
11615,29620,"Lansing-East Lansing, MI Metro","Income $25,000 - $34,999",3 Member HH,1811,Lower
11616,29620,"Lansing-East Lansing, MI Metro","Income $250,000+",3 Member HH,439,Upper
11617,29620,"Lansing-East Lansing, MI Metro","Income $35,000 - $49,999",3 Member HH,2826,Middle
11618,29620,"Lansing-East Lansing, MI Metro","Income $50,000 - $74,999",3 Member HH,5841,Middle
11619,29620,"Lansing-East Lansing, MI Metro","Income $75,000 - $99,999",3 Member HH,4228,Middle
11620,29620,"Lansing-East Lansing, MI Metro","Income <$15,000",3 Member HH,1334,Lower
11621,29620,"Lansing-East Lansing, MI Metro","Income $100,000 - $124,999",4 Member HH,1790,Middle
11622,29620,"Lansing-East Lansing, MI Metro","Income $125,000 - $149,999",4 Member HH,980,Middle
11623,29620,"Lansing-East Lansing, MI Metro","Income $15,000 - $24,999",4 Member HH,942,Lower
11624,29620,"Lansing-East Lansing, MI Metro","Income $150,000 - $174,999",4 Member HH,393,Upper
11625,29620,"Lansing-East Lansing, MI Metro","Income $175,000 - $199,999",4 Member HH,219,Upper
11626,29620,"Lansing-East Lansing, MI Metro","Income $200,000 - $249,999",4 Member HH,244,Upper
11627,29620,"Lansing-East Lansing, MI Metro","Income $25,000 - $34,999",4 Member HH,1030,Lower
11628,29620,"Lansing-East Lansing, MI Metro","Income $250,000+",4 Member HH,314,Upper
11629,29620,"Lansing-East Lansing, MI Metro","Income $35,000 - $49,999",4 Member HH,1408,Lower
11630,29620,"Lansing-East Lansing, MI Metro","Income $50,000 - $74,999",4 Member HH,3710,Middle
11631,29620,"Lansing-East Lansing, MI Metro","Income $75,000 - $99,999",4 Member HH,3560,Middle
11632,29620,"Lansing-East Lansing, MI Metro","Income <$15,000",4 Member HH,679,Lower
11633,29620,"Lansing-East Lansing, MI Metro","Income $100,000 - $124,999",5+ Member HH,3114,Middle
11634,29620,"Lansing-East Lansing, MI Metro","Income $125,000 - $149,999",5+ Member HH,1592,Middle
11635,29620,"Lansing-East Lansing, MI Metro","Income $15,000 - $24,999",5+ Member HH,1256,Lower
11636,29620,"Lansing-East Lansing, MI Metro","Income $150,000 - $174,999",5+ Member HH,558,Middle
11637,29620,"Lansing-East Lansing, MI Metro","Income $175,000 - $199,999",5+ Member HH,358,Upper
11638,29620,"Lansing-East Lansing, MI Metro","Income $200,000 - $249,999",5+ Member HH,341,Upper
11639,29620,"Lansing-East Lansing, MI Metro","Income $25,000 - $34,999",5+ Member HH,1336,Lower
11640,29620,"Lansing-East Lansing, MI Metro","Income $250,000+",5+ Member HH,464,Upper
11641,29620,"Lansing-East Lansing, MI Metro","Income $35,000 - $49,999",5+ Member HH,1471,Lower
11642,29620,"Lansing-East Lansing, MI Metro","Income $50,000 - $74,999",5+ Member HH,5596,Middle
11643,29620,"Lansing-East Lansing, MI Metro","Income $75,000 - $99,999",5+ Member HH,5821,Middle
11644,29620,"Lansing-East Lansing, MI Metro","Income <$15,000",5+ Member HH,799,Lower
11645,29700,"Laredo, TX Metro","Income $100,000 - $124,999",1 Member HH,114,Upper
11646,29700,"Laredo, TX Metro","Income $125,000 - $149,999",1 Member HH,70,Upper
11647,29700,"Laredo, TX Metro","Income $15,000 - $24,999",1 Member HH,696,Lower
11648,29700,"Laredo, TX Metro","Income $150,000 - $174,999",1 Member HH,59,Upper
11649,29700,"Laredo, TX Metro","Income $175,000 - $199,999",1 Member HH,20,Upper
11650,29700,"Laredo, TX Metro","Income $200,000 - $249,999",1 Member HH,46,Upper
11651,29700,"Laredo, TX Metro","Income $25,000 - $34,999",1 Member HH,594,Middle
11652,29700,"Laredo, TX Metro","Income $250,000+",1 Member HH,61,Upper
11653,29700,"Laredo, TX Metro","Income $35,000 - $49,999",1 Member HH,643,Middle
11654,29700,"Laredo, TX Metro","Income $50,000 - $74,999",1 Member HH,652,Middle
11655,29700,"Laredo, TX Metro","Income $75,000 - $99,999",1 Member HH,124,Upper
11656,29700,"Laredo, TX Metro","Income <$15,000",1 Member HH,1352,Lower
11657,29700,"Laredo, TX Metro","Income $100,000 - $124,999",2 Member HH,1721,Upper
11658,29700,"Laredo, TX Metro","Income $125,000 - $149,999",2 Member HH,1042,Upper
11659,29700,"Laredo, TX Metro","Income $15,000 - $24,999",2 Member HH,4351,Lower
11660,29700,"Laredo, TX Metro","Income $150,000 - $174,999",2 Member HH,587,Upper
11661,29700,"Laredo, TX Metro","Income $175,000 - $199,999",2 Member HH,168,Upper
11662,29700,"Laredo, TX Metro","Income $200,000 - $249,999",2 Member HH,341,Upper
11663,29700,"Laredo, TX Metro","Income $25,000 - $34,999",2 Member HH,3966,Lower
11664,29700,"Laredo, TX Metro","Income $250,000+",2 Member HH,484,Upper
11665,29700,"Laredo, TX Metro","Income $35,000 - $49,999",2 Member HH,5079,Middle
11666,29700,"Laredo, TX Metro","Income $50,000 - $74,999",2 Member HH,4710,Middle
11667,29700,"Laredo, TX Metro","Income $75,000 - $99,999",2 Member HH,2196,Middle
11668,29700,"Laredo, TX Metro","Income <$15,000",2 Member HH,6429,Lower
11669,29700,"Laredo, TX Metro","Income $100,000 - $124,999",3 Member HH,826,Middle
11670,29700,"Laredo, TX Metro","Income $125,000 - $149,999",3 Member HH,449,Upper
11671,29700,"Laredo, TX Metro","Income $15,000 - $24,999",3 Member HH,1750,Lower
11672,29700,"Laredo, TX Metro","Income $150,000 - $174,999",3 Member HH,257,Upper
11673,29700,"Laredo, TX Metro","Income $175,000 - $199,999",3 Member HH,113,Upper
11674,29700,"Laredo, TX Metro","Income $200,000 - $249,999",3 Member HH,111,Upper
11675,29700,"Laredo, TX Metro","Income $25,000 - $34,999",3 Member HH,1668,Lower
11676,29700,"Laredo, TX Metro","Income $250,000+",3 Member HH,186,Upper
11677,29700,"Laredo, TX Metro","Income $35,000 - $49,999",3 Member HH,2115,Middle
11678,29700,"Laredo, TX Metro","Income $50,000 - $74,999",3 Member HH,2430,Middle
11679,29700,"Laredo, TX Metro","Income $75,000 - $99,999",3 Member HH,1336,Middle
11680,29700,"Laredo, TX Metro","Income <$15,000",3 Member HH,2253,Lower
11681,29700,"Laredo, TX Metro","Income $100,000 - $124,999",4 Member HH,659,Middle
11682,29700,"Laredo, TX Metro","Income $125,000 - $149,999",4 Member HH,386,Middle
11683,29700,"Laredo, TX Metro","Income $15,000 - $24,999",4 Member HH,1242,Lower
11684,29700,"Laredo, TX Metro","Income $150,000 - $174,999",4 Member HH,179,Upper
11685,29700,"Laredo, TX Metro","Income $175,000 - $199,999",4 Member HH,75,Upper
11686,29700,"Laredo, TX Metro","Income $200,000 - $249,999",4 Member HH,107,Upper
11687,29700,"Laredo, TX Metro","Income $25,000 - $34,999",4 Member HH,1214,Lower
11688,29700,"Laredo, TX Metro","Income $250,000+",4 Member HH,138,Upper
11689,29700,"Laredo, TX Metro","Income $35,000 - $49,999",4 Member HH,1259,Lower
11690,29700,"Laredo, TX Metro","Income $50,000 - $74,999",4 Member HH,1881,Middle
11691,29700,"Laredo, TX Metro","Income $75,000 - $99,999",4 Member HH,1190,Middle
11692,29700,"Laredo, TX Metro","Income <$15,000",4 Member HH,1882,Lower
11693,29700,"Laredo, TX Metro","Income $100,000 - $124,999",5+ Member HH,1022,Middle
11694,29700,"Laredo, TX Metro","Income $125,000 - $149,999",5+ Member HH,666,Middle
11695,29700,"Laredo, TX Metro","Income $15,000 - $24,999",5+ Member HH,1909,Lower
11696,29700,"Laredo, TX Metro","Income $150,000 - $174,999",5+ Member HH,304,Upper
11697,29700,"Laredo, TX Metro","Income $175,000 - $199,999",5+ Member HH,110,Upper
11698,29700,"Laredo, TX Metro","Income $200,000 - $249,999",5+ Member HH,169,Upper
11699,29700,"Laredo, TX Metro","Income $25,000 - $34,999",5+ Member HH,1929,Lower
11700,29700,"Laredo, TX Metro","Income $250,000+",5+ Member HH,199,Upper
11701,29700,"Laredo, TX Metro","Income $35,000 - $49,999",5+ Member HH,1753,Lower
11702,29700,"Laredo, TX Metro","Income $50,000 - $74,999",5+ Member HH,3000,Middle
11703,29700,"Laredo, TX Metro","Income $75,000 - $99,999",5+ Member HH,2487,Middle
11704,29700,"Laredo, TX Metro","Income <$15,000",5+ Member HH,2222,Lower
11705,29740,"Las Cruces, NM Metro","Income $100,000 - $124,999",1 Member HH,704,Upper
11706,29740,"Las Cruces, NM Metro","Income $125,000 - $149,999",1 Member HH,614,Upper
11707,29740,"Las Cruces, NM Metro","Income $15,000 - $24,999",1 Member HH,2348,Lower
11708,29740,"Las Cruces, NM Metro","Income $150,000 - $174,999",1 Member HH,381,Upper
11709,29740,"Las Cruces, NM Metro","Income $175,000 - $199,999",1 Member HH,155,Upper
11710,29740,"Las Cruces, NM Metro","Income $200,000 - $249,999",1 Member HH,182,Upper
11711,29740,"Las Cruces, NM Metro","Income $25,000 - $34,999",1 Member HH,2048,Middle
11712,29740,"Las Cruces, NM Metro","Income $250,000+",1 Member HH,315,Upper
11713,29740,"Las Cruces, NM Metro","Income $35,000 - $49,999",1 Member HH,2921,Middle
11714,29740,"Las Cruces, NM Metro","Income $50,000 - $74,999",1 Member HH,2090,Middle
11715,29740,"Las Cruces, NM Metro","Income $75,000 - $99,999",1 Member HH,911,Upper
11716,29740,"Las Cruces, NM Metro","Income <$15,000",1 Member HH,3428,Lower
11717,29740,"Las Cruces, NM Metro","Income $100,000 - $124,999",2 Member HH,1820,Upper
11718,29740,"Las Cruces, NM Metro","Income $125,000 - $149,999",2 Member HH,1165,Upper
11719,29740,"Las Cruces, NM Metro","Income $15,000 - $24,999",2 Member HH,4330,Lower
11720,29740,"Las Cruces, NM Metro","Income $150,000 - $174,999",2 Member HH,816,Upper
11721,29740,"Las Cruces, NM Metro","Income $175,000 - $199,999",2 Member HH,276,Upper
11722,29740,"Las Cruces, NM Metro","Income $200,000 - $249,999",2 Member HH,306,Upper
11723,29740,"Las Cruces, NM Metro","Income $25,000 - $34,999",2 Member HH,3499,Lower
11724,29740,"Las Cruces, NM Metro","Income $250,000+",2 Member HH,493,Upper
11725,29740,"Las Cruces, NM Metro","Income $35,000 - $49,999",2 Member HH,6052,Middle
11726,29740,"Las Cruces, NM Metro","Income $50,000 - $74,999",2 Member HH,4749,Middle
11727,29740,"Las Cruces, NM Metro","Income $75,000 - $99,999",2 Member HH,3144,Middle
11728,29740,"Las Cruces, NM Metro","Income <$15,000",2 Member HH,5285,Lower
11729,29740,"Las Cruces, NM Metro","Income $100,000 - $124,999",3 Member HH,749,Middle
11730,29740,"Las Cruces, NM Metro","Income $125,000 - $149,999",3 Member HH,374,Upper
11731,29740,"Las Cruces, NM Metro","Income $15,000 - $24,999",3 Member HH,1529,Lower
11732,29740,"Las Cruces, NM Metro","Income $150,000 - $174,999",3 Member HH,228,Upper
11733,29740,"Las Cruces, NM Metro","Income $175,000 - $199,999",3 Member HH,94,Upper
11734,29740,"Las Cruces, NM Metro","Income $200,000 - $249,999",3 Member HH,99,Upper
11735,29740,"Las Cruces, NM Metro","Income $25,000 - $34,999",3 Member HH,1251,Lower
11736,29740,"Las Cruces, NM Metro","Income $250,000+",3 Member HH,148,Upper
11737,29740,"Las Cruces, NM Metro","Income $35,000 - $49,999",3 Member HH,1757,Middle
11738,29740,"Las Cruces, NM Metro","Income $50,000 - $74,999",3 Member HH,2248,Middle
11739,29740,"Las Cruces, NM Metro","Income $75,000 - $99,999",3 Member HH,1539,Middle
11740,29740,"Las Cruces, NM Metro","Income <$15,000",3 Member HH,1518,Lower
11741,29740,"Las Cruces, NM Metro","Income $100,000 - $124,999",4 Member HH,485,Middle
11742,29740,"Las Cruces, NM Metro","Income $125,000 - $149,999",4 Member HH,251,Middle
11743,29740,"Las Cruces, NM Metro","Income $15,000 - $24,999",4 Member HH,856,Lower
11744,29740,"Las Cruces, NM Metro","Income $150,000 - $174,999",4 Member HH,118,Upper
11745,29740,"Las Cruces, NM Metro","Income $175,000 - $199,999",4 Member HH,41,Upper
11746,29740,"Las Cruces, NM Metro","Income $200,000 - $249,999",4 Member HH,36,Upper
11747,29740,"Las Cruces, NM Metro","Income $25,000 - $34,999",4 Member HH,719,Lower
11748,29740,"Las Cruces, NM Metro","Income $250,000+",4 Member HH,73,Upper
11749,29740,"Las Cruces, NM Metro","Income $35,000 - $49,999",4 Member HH,890,Lower
11750,29740,"Las Cruces, NM Metro","Income $50,000 - $74,999",4 Member HH,1460,Middle
11751,29740,"Las Cruces, NM Metro","Income $75,000 - $99,999",4 Member HH,1058,Middle
11752,29740,"Las Cruces, NM Metro","Income <$15,000",4 Member HH,901,Lower
11753,29740,"Las Cruces, NM Metro","Income $100,000 - $124,999",5+ Member HH,693,Middle
11754,29740,"Las Cruces, NM Metro","Income $125,000 - $149,999",5+ Member HH,311,Middle
11755,29740,"Las Cruces, NM Metro","Income $15,000 - $24,999",5+ Member HH,931,Lower
11756,29740,"Las Cruces, NM Metro","Income $150,000 - $174,999",5+ Member HH,143,Upper
11757,29740,"Las Cruces, NM Metro","Income $175,000 - $199,999",5+ Member HH,79,Upper
11758,29740,"Las Cruces, NM Metro","Income $200,000 - $249,999",5+ Member HH,56,Upper
11759,29740,"Las Cruces, NM Metro","Income $25,000 - $34,999",5+ Member HH,797,Lower
11760,29740,"Las Cruces, NM Metro","Income $250,000+",5+ Member HH,75,Upper
11761,29740,"Las Cruces, NM Metro","Income $35,000 - $49,999",5+ Member HH,812,Lower
11762,29740,"Las Cruces, NM Metro","Income $50,000 - $74,999",5+ Member HH,2018,Middle
11763,29740,"Las Cruces, NM Metro","Income $75,000 - $99,999",5+ Member HH,1532,Middle
11764,29740,"Las Cruces, NM Metro","Income <$15,000",5+ Member HH,884,Lower
11765,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $100,000 - $124,999",1 Member HH,29940,Upper
11766,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $125,000 - $149,999",1 Member HH,17057,Upper
11767,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $15,000 - $24,999",1 Member HH,46778,Lower
11768,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $150,000 - $174,999",1 Member HH,14345,Upper
11769,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $175,000 - $199,999",1 Member HH,2411,Upper
11770,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $200,000 - $249,999",1 Member HH,6228,Upper
11771,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $25,000 - $34,999",1 Member HH,39447,Middle
11772,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $250,000+",1 Member HH,9803,Upper
11773,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $35,000 - $49,999",1 Member HH,61063,Middle
11774,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $50,000 - $74,999",1 Member HH,68361,Middle
11775,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $75,000 - $99,999",1 Member HH,37699,Upper
11776,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income <$15,000",1 Member HH,44550,Lower
11777,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $100,000 - $124,999",2 Member HH,27165,Upper
11778,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $125,000 - $149,999",2 Member HH,15242,Upper
11779,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $15,000 - $24,999",2 Member HH,30326,Lower
11780,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $150,000 - $174,999",2 Member HH,11203,Upper
11781,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $175,000 - $199,999",2 Member HH,3914,Upper
11782,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $200,000 - $249,999",2 Member HH,4779,Upper
11783,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $25,000 - $34,999",2 Member HH,47098,Lower
11784,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $250,000+",2 Member HH,7201,Upper
11785,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $35,000 - $49,999",2 Member HH,60728,Middle
11786,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $50,000 - $74,999",2 Member HH,78864,Middle
11787,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $75,000 - $99,999",2 Member HH,47684,Middle
11788,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income <$15,000",2 Member HH,33577,Lower
11789,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $100,000 - $124,999",3 Member HH,9885,Middle
11790,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $125,000 - $149,999",3 Member HH,4839,Upper
11791,29820,"Las Vegas-Henderson-Paradise, NV Metro","Income $15,000 - $24,999",3 Member HH,7408,Lower
