,CBSAMET_KEY,CBSAMET_NAME,INCOME,SIZE1,Count,Income_Class
1670,12980,"Battle Creek, MI Metro","Income $100,000 - $124,999",5+ Member HH,714,Middle
1671,12980,"Battle Creek, MI Metro","Income $125,000 - $149,999",5+ Member HH,294,Middle
1672,12980,"Battle Creek, MI Metro","Income $15,000 - $24,999",5+ Member HH,549,Lower
1673,12980,"Battle Creek, MI Metro","Income $150,000 - $174,999",5+ Member HH,151,Upper
1674,12980,"Battle Creek, MI Metro","Income $175,000 - $199,999",5+ Member HH,57,Upper
1675,12980,"Battle Creek, MI Metro","Income $200,000 - $249,999",5+ Member HH,50,Upper
1676,12980,"Battle Creek, MI Metro","Income $25,000 - $34,999",5+ Member HH,508,Lower
1677,12980,"Battle Creek, MI Metro","Income $250,000+",5+ Member HH,95,Upper
1678,12980,"Battle Creek, MI Metro","Income $35,000 - $49,999",5+ Member HH,531,Lower
1679,12980,"Battle Creek, MI Metro","Income $50,000 - $74,999",5+ Member HH,1972,Middle
1680,12980,"Battle Creek, MI Metro","Income $75,000 - $99,999",5+ Member HH,1482,Middle
1681,12980,"Battle Creek, MI Metro","Income <$15,000",5+ Member HH,339,Lower
1682,13020,"Bay City, MI Metro","Income $100,000 - $124,999",1 Member HH,618,Upper
1683,13020,"Bay City, MI Metro","Income $125,000 - $149,999",1 Member HH,285,Upper
1684,13020,"Bay City, MI Metro","Income $15,000 - $24,999",1 Member HH,1548,Lower
1685,13020,"Bay City, MI Metro","Income $150,000 - $174,999",1 Member HH,263,Upper
1686,13020,"Bay City, MI Metro","Income $175,000 - $199,999",1 Member HH,34,Upper
1687,13020,"Bay City, MI Metro","Income $200,000 - $249,999",1 Member HH,92,Upper
1688,13020,"Bay City, MI Metro","Income $25,000 - $34,999",1 Member HH,1727,Middle
1689,13020,"Bay City, MI Metro","Income $250,000+",1 Member HH,141,Upper
1690,13020,"Bay City, MI Metro","Income $35,000 - $49,999",1 Member HH,1830,Middle
1691,13020,"Bay City, MI Metro","Income $50,000 - $74,999",1 Member HH,1932,Middle
1692,13020,"Bay City, MI Metro","Income $75,000 - $99,999",1 Member HH,718,Upper
1693,13020,"Bay City, MI Metro","Income <$15,000",1 Member HH,2486,Lower
1694,13020,"Bay City, MI Metro","Income $100,000 - $124,999",2 Member HH,921,Upper
1695,13020,"Bay City, MI Metro","Income $125,000 - $149,999",2 Member HH,397,Upper
1696,13020,"Bay City, MI Metro","Income $15,000 - $24,999",2 Member HH,1371,Lower
1697,13020,"Bay City, MI Metro","Income $150,000 - $174,999",2 Member HH,330,Upper
1698,13020,"Bay City, MI Metro","Income $175,000 - $199,999",2 Member HH,51,Upper
1699,13020,"Bay City, MI Metro","Income $200,000 - $249,999",2 Member HH,106,Upper
1700,13020,"Bay City, MI Metro","Income $25,000 - $34,999",2 Member HH,1520,Lower
1701,13020,"Bay City, MI Metro","Income $250,000+",2 Member HH,168,Upper
1702,13020,"Bay City, MI Metro","Income $35,000 - $49,999",2 Member HH,2468,Middle
1703,13020,"Bay City, MI Metro","Income $50,000 - $74,999",2 Member HH,2952,Middle
1704,13020,"Bay City, MI Metro","Income $75,000 - $99,999",2 Member HH,1372,Middle
1705,13020,"Bay City, MI Metro","Income <$15,000",2 Member HH,1710,Lower
1706,13020,"Bay City, MI Metro","Income $100,000 - $124,999",3 Member HH,544,Middle
1707,13020,"Bay City, MI Metro","Income $125,000 - $149,999",3 Member HH,225,Upper
1708,13020,"Bay City, MI Metro","Income $15,000 - $24,999",3 Member HH,535,Lower
1709,13020,"Bay City, MI Metro","Income $150,000 - $174,999",3 Member HH,129,Upper
1710,13020,"Bay City, MI Metro","Income $175,000 - $199,999",3 Member HH,31,Upper
1711,13020,"Bay City, MI Metro","Income $200,000 - $249,999",3 Member HH,41,Upper
1712,13020,"Bay City, MI Metro","Income $25,000 - $34,999",3 Member HH,666,Lower
1713,13020,"Bay City, MI Metro","Income $250,000+",3 Member HH,67,Upper
1714,13020,"Bay City, MI Metro","Income $35,000 - $49,999",3 Member HH,899,Middle
1715,13020,"Bay City, MI Metro","Income $50,000 - $74,999",3 Member HH,1652,Middle
1716,13020,"Bay City, MI Metro","Income $75,000 - $99,999",3 Member HH,987,Middle
1717,13020,"Bay City, MI Metro","Income <$15,000",3 Member HH,383,Lower
1718,13020,"Bay City, MI Metro","Income $100,000 - $124,999",4 Member HH,345,Middle
1719,13020,"Bay City, MI Metro","Income $125,000 - $149,999",4 Member HH,174,Upper
1720,13020,"Bay City, MI Metro","Income $15,000 - $24,999",4 Member HH,307,Lower
1721,13020,"Bay City, MI Metro","Income $150,000 - $174,999",4 Member HH,89,Upper
1722,13020,"Bay City, MI Metro","Income $175,000 - $199,999",4 Member HH,27,Upper
1723,13020,"Bay City, MI Metro","Income $200,000 - $249,999",4 Member HH,23,Upper
1724,13020,"Bay City, MI Metro","Income $25,000 - $34,999",4 Member HH,361,Lower
1725,13020,"Bay City, MI Metro","Income $250,000+",4 Member HH,56,Upper
1726,13020,"Bay City, MI Metro","Income $35,000 - $49,999",4 Member HH,418,Lower
1727,13020,"Bay City, MI Metro","Income $50,000 - $74,999",4 Member HH,1093,Middle
1728,13020,"Bay City, MI Metro","Income $75,000 - $99,999",4 Member HH,854,Middle
1729,13020,"Bay City, MI Metro","Income <$15,000",4 Member HH,224,Lower
1730,13020,"Bay City, MI Metro","Income $100,000 - $124,999",5+ Member HH,608,Middle
1731,13020,"Bay City, MI Metro","Income $125,000 - $149,999",5+ Member HH,301,Middle
1732,13020,"Bay City, MI Metro","Income $15,000 - $24,999",5+ Member HH,393,Lower
1733,13020,"Bay City, MI Metro","Income $150,000 - $174,999",5+ Member HH,114,Upper
1734,13020,"Bay City, MI Metro","Income $175,000 - $199,999",5+ Member HH,35,Upper
1735,13020,"Bay City, MI Metro","Income $200,000 - $249,999",5+ Member HH,56,Upper
1736,13020,"Bay City, MI Metro","Income $25,000 - $34,999",5+ Member HH,459,Lower
1737,13020,"Bay City, MI Metro","Income $250,000+",5+ Member HH,56,Upper
1738,13020,"Bay City, MI Metro","Income $35,000 - $49,999",5+ Member HH,508,Lower
1739,13020,"Bay City, MI Metro","Income $50,000 - $74,999",5+ Member HH,1632,Middle
1740,13020,"Bay City, MI Metro","Income $75,000 - $99,999",5+ Member HH,1423,Middle
1741,13020,"Bay City, MI Metro","Income <$15,000",5+ Member HH,274,Lower
1742,13140,"Beaumont-Port Arthur, TX Metro","Income $100,000 - $124,999",1 Member HH,2588,Upper
1743,13140,"Beaumont-Port Arthur, TX Metro","Income $125,000 - $149,999",1 Member HH,1408,Upper
1744,13140,"Beaumont-Port Arthur, TX Metro","Income $15,000 - $24,999",1 Member HH,6529,Lower
1745,13140,"Beaumont-Port Arthur, TX Metro","Income $150,000 - $174,999",1 Member HH,1416,Upper
1746,13140,"Beaumont-Port Arthur, TX Metro","Income $175,000 - $199,999",1 Member HH,185,Upper
1747,13140,"Beaumont-Port Arthur, TX Metro","Income $200,000 - $249,999",1 Member HH,434,Upper
1748,13140,"Beaumont-Port Arthur, TX Metro","Income $25,000 - $34,999",1 Member HH,6268,Middle
1749,13140,"Beaumont-Port Arthur, TX Metro","Income $250,000+",1 Member HH,690,Upper
1750,13140,"Beaumont-Port Arthur, TX Metro","Income $35,000 - $49,999",1 Member HH,6826,Middle
1751,13140,"Beaumont-Port Arthur, TX Metro","Income $50,000 - $74,999",1 Member HH,5672,Middle
1752,13140,"Beaumont-Port Arthur, TX Metro","Income $75,000 - $99,999",1 Member HH,2622,Upper
1753,13140,"Beaumont-Port Arthur, TX Metro","Income <$15,000",1 Member HH,9463,Lower
1754,13140,"Beaumont-Port Arthur, TX Metro","Income $100,000 - $124,999",2 Member HH,4276,Upper
1755,13140,"Beaumont-Port Arthur, TX Metro","Income $125,000 - $149,999",2 Member HH,1851,Upper
1756,13140,"Beaumont-Port Arthur, TX Metro","Income $15,000 - $24,999",2 Member HH,7319,Lower
1757,13140,"Beaumont-Port Arthur, TX Metro","Income $150,000 - $174,999",2 Member HH,1745,Upper
1758,13140,"Beaumont-Port Arthur, TX Metro","Income $175,000 - $199,999",2 Member HH,450,Upper
1759,13140,"Beaumont-Port Arthur, TX Metro","Income $200,000 - $249,999",2 Member HH,628,Upper
1760,13140,"Beaumont-Port Arthur, TX Metro","Income $25,000 - $34,999",2 Member HH,6865,Lower
1761,13140,"Beaumont-Port Arthur, TX Metro","Income $250,000+",2 Member HH,937,Upper
1762,13140,"Beaumont-Port Arthur, TX Metro","Income $35,000 - $49,999",2 Member HH,9118,Middle
1763,13140,"Beaumont-Port Arthur, TX Metro","Income $50,000 - $74,999",2 Member HH,9284,Middle
1764,13140,"Beaumont-Port Arthur, TX Metro","Income $75,000 - $99,999",2 Member HH,4844,Middle
1765,13140,"Beaumont-Port Arthur, TX Metro","Income <$15,000",2 Member HH,10549,Lower
1766,13140,"Beaumont-Port Arthur, TX Metro","Income $100,000 - $124,999",3 Member HH,1826,Middle
1767,13140,"Beaumont-Port Arthur, TX Metro","Income $125,000 - $149,999",3 Member HH,886,Upper
1768,13140,"Beaumont-Port Arthur, TX Metro","Income $15,000 - $24,999",3 Member HH,1987,Lower
1769,13140,"Beaumont-Port Arthur, TX Metro","Income $150,000 - $174,999",3 Member HH,523,Upper
1770,13140,"Beaumont-Port Arthur, TX Metro","Income $175,000 - $199,999",3 Member HH,234,Upper
1771,13140,"Beaumont-Port Arthur, TX Metro","Income $200,000 - $249,999",3 Member HH,216,Upper
1772,13140,"Beaumont-Port Arthur, TX Metro","Income $25,000 - $34,999",3 Member HH,1971,Lower
1773,13140,"Beaumont-Port Arthur, TX Metro","Income $250,000+",3 Member HH,374,Upper
1774,13140,"Beaumont-Port Arthur, TX Metro","Income $35,000 - $49,999",3 Member HH,2466,Middle
1775,13140,"Beaumont-Port Arthur, TX Metro","Income $50,000 - $74,999",3 Member HH,4959,Middle
1776,13140,"Beaumont-Port Arthur, TX Metro","Income $75,000 - $99,999",3 Member HH,3157,Middle
1777,13140,"Beaumont-Port Arthur, TX Metro","Income <$15,000",3 Member HH,1660,Lower
1778,13140,"Beaumont-Port Arthur, TX Metro","Income $100,000 - $124,999",4 Member HH,1269,Middle
1779,13140,"Beaumont-Port Arthur, TX Metro","Income $125,000 - $149,999",4 Member HH,780,Middle
1780,13140,"Beaumont-Port Arthur, TX Metro","Income $15,000 - $24,999",4 Member HH,1051,Lower
1781,13140,"Beaumont-Port Arthur, TX Metro","Income $150,000 - $174,999",4 Member HH,342,Upper
1782,13140,"Beaumont-Port Arthur, TX Metro","Income $175,000 - $199,999",4 Member HH,188,Upper
1783,13140,"Beaumont-Port Arthur, TX Metro","Income $200,000 - $249,999",4 Member HH,124,Upper
1784,13140,"Beaumont-Port Arthur, TX Metro","Income $25,000 - $34,999",4 Member HH,1055,Lower
1785,13140,"Beaumont-Port Arthur, TX Metro","Income $250,000+",4 Member HH,272,Upper
1786,13140,"Beaumont-Port Arthur, TX Metro","Income $35,000 - $49,999",4 Member HH,1283,Lower
1787,13140,"Beaumont-Port Arthur, TX Metro","Income $50,000 - $74,999",4 Member HH,3251,Middle
1788,13140,"Beaumont-Port Arthur, TX Metro","Income $75,000 - $99,999",4 Member HH,2581,Middle
1789,13140,"Beaumont-Port Arthur, TX Metro","Income <$15,000",4 Member HH,727,Lower
1790,13140,"Beaumont-Port Arthur, TX Metro","Income $100,000 - $124,999",5+ Member HH,1782,Middle
1791,13140,"Beaumont-Port Arthur, TX Metro","Income $125,000 - $149,999",5+ Member HH,1257,Middle
1792,13140,"Beaumont-Port Arthur, TX Metro","Income $15,000 - $24,999",5+ Member HH,1319,Lower
1793,13140,"Beaumont-Port Arthur, TX Metro","Income $150,000 - $174,999",5+ Member HH,472,Upper
1794,13140,"Beaumont-Port Arthur, TX Metro","Income $175,000 - $199,999",5+ Member HH,238,Upper
1795,13140,"Beaumont-Port Arthur, TX Metro","Income $200,000 - $249,999",5+ Member HH,208,Upper
1796,13140,"Beaumont-Port Arthur, TX Metro","Income $25,000 - $34,999",5+ Member HH,1355,Lower
1797,13140,"Beaumont-Port Arthur, TX Metro","Income $250,000+",5+ Member HH,387,Upper
1798,13140,"Beaumont-Port Arthur, TX Metro","Income $35,000 - $49,999",5+ Member HH,1292,Lower
1799,13140,"Beaumont-Port Arthur, TX Metro","Income $50,000 - $74,999",5+ Member HH,4880,Middle
1800,13140,"Beaumont-Port Arthur, TX Metro","Income $75,000 - $99,999",5+ Member HH,4433,Middle
1801,13140,"Beaumont-Port Arthur, TX Metro","Income <$15,000",5+ Member HH,847,Lower
1802,13220,"Beckley, WV Metro","Income $100,000 - $124,999",1 Member HH,1305,Upper
1803,13220,"Beckley, WV Metro","Income $125,000 - $149,999",1 Member HH,702,Upper
1804,13220,"Beckley, WV Metro","Income $15,000 - $24,999",1 Member HH,4242,Lower
1805,13220,"Beckley, WV Metro","Income $150,000 - $174,999",1 Member HH,512,Upper
1806,13220,"Beckley, WV Metro","Income $175,000 - $199,999",1 Member HH,69,Upper
1807,13220,"Beckley, WV Metro","Income $200,000 - $249,999",1 Member HH,144,Upper
1808,13220,"Beckley, WV Metro","Income $25,000 - $34,999",1 Member HH,3601,Middle
1809,13220,"Beckley, WV Metro","Income $250,000+",1 Member HH,233,Upper
1810,13220,"Beckley, WV Metro","Income $35,000 - $49,999",1 Member HH,4267,Middle
1811,13220,"Beckley, WV Metro","Income $50,000 - $74,999",1 Member HH,2981,Upper
1812,13220,"Beckley, WV Metro","Income $75,000 - $99,999",1 Member HH,1540,Upper
1813,13220,"Beckley, WV Metro","Income <$15,000",1 Member HH,5983,Lower
1814,13220,"Beckley, WV Metro","Income $100,000 - $124,999",2 Member HH,1230,Upper
1815,13220,"Beckley, WV Metro","Income $125,000 - $149,999",2 Member HH,527,Upper
1816,13220,"Beckley, WV Metro","Income $15,000 - $24,999",2 Member HH,3164,Lower
1817,13220,"Beckley, WV Metro","Income $150,000 - $174,999",2 Member HH,281,Upper
1818,13220,"Beckley, WV Metro","Income $175,000 - $199,999",2 Member HH,107,Upper
1819,13220,"Beckley, WV Metro","Income $200,000 - $249,999",2 Member HH,111,Upper
1820,13220,"Beckley, WV Metro","Income $25,000 - $34,999",2 Member HH,2592,Middle
1821,13220,"Beckley, WV Metro","Income $250,000+",2 Member HH,219,Upper
1822,13220,"Beckley, WV Metro","Income $35,000 - $49,999",2 Member HH,4081,Middle
1823,13220,"Beckley, WV Metro","Income $50,000 - $74,999",2 Member HH,4135,Middle
1824,13220,"Beckley, WV Metro","Income $75,000 - $99,999",2 Member HH,1918,Upper
1825,13220,"Beckley, WV Metro","Income <$15,000",2 Member HH,3531,Lower
1826,13220,"Beckley, WV Metro","Income $100,000 - $124,999",3 Member HH,470,Upper
1827,13220,"Beckley, WV Metro","Income $125,000 - $149,999",3 Member HH,174,Upper
1828,13220,"Beckley, WV Metro","Income $15,000 - $24,999",3 Member HH,901,Lower
1829,13220,"Beckley, WV Metro","Income $150,000 - $174,999",3 Member HH,74,Upper
1830,13220,"Beckley, WV Metro","Income $175,000 - $199,999",3 Member HH,37,Upper
1831,13220,"Beckley, WV Metro","Income $200,000 - $249,999",3 Member HH,49,Upper
1832,13220,"Beckley, WV Metro","Income $25,000 - $34,999",3 Member HH,735,Lower
1833,13220,"Beckley, WV Metro","Income $250,000+",3 Member HH,75,Upper
1834,13220,"Beckley, WV Metro","Income $35,000 - $49,999",3 Member HH,1001,Middle
1835,13220,"Beckley, WV Metro","Income $50,000 - $74,999",3 Member HH,1863,Middle
1836,13220,"Beckley, WV Metro","Income $75,000 - $99,999",3 Member HH,991,Middle
1837,13220,"Beckley, WV Metro","Income <$15,000",3 Member HH,641,Lower
1838,13220,"Beckley, WV Metro","Income $100,000 - $124,999",4 Member HH,288,Middle
1839,13220,"Beckley, WV Metro","Income $125,000 - $149,999",4 Member HH,133,Upper
1840,13220,"Beckley, WV Metro","Income $15,000 - $24,999",4 Member HH,457,Lower
1841,13220,"Beckley, WV Metro","Income $150,000 - $174,999",4 Member HH,34,Upper
1842,13220,"Beckley, WV Metro","Income $175,000 - $199,999",4 Member HH,26,Upper
1843,13220,"Beckley, WV Metro","Income $200,000 - $249,999",4 Member HH,39,Upper
1844,13220,"Beckley, WV Metro","Income $25,000 - $34,999",4 Member HH,408,Lower
1845,13220,"Beckley, WV Metro","Income $250,000+",4 Member HH,48,Upper
1846,13220,"Beckley, WV Metro","Income $35,000 - $49,999",4 Member HH,468,Middle
1847,13220,"Beckley, WV Metro","Income $50,000 - $74,999",4 Member HH,1247,Middle
1848,13220,"Beckley, WV Metro","Income $75,000 - $99,999",4 Member HH,827,Middle
1849,13220,"Beckley, WV Metro","Income <$15,000",4 Member HH,327,Lower
1850,13220,"Beckley, WV Metro","Income $100,000 - $124,999",5+ Member HH,430,Middle
1851,13220,"Beckley, WV Metro","Income $125,000 - $149,999",5+ Member HH,226,Middle
1852,13220,"Beckley, WV Metro","Income $15,000 - $24,999",5+ Member HH,565,Lower
1853,13220,"Beckley, WV Metro","Income $150,000 - $174,999",5+ Member HH,50,Upper
1854,13220,"Beckley, WV Metro","Income $175,000 - $199,999",5+ Member HH,37,Upper
1855,13220,"Beckley, WV Metro","Income $200,000 - $249,999",5+ Member HH,44,Upper
1856,13220,"Beckley, WV Metro","Income $25,000 - $34,999",5+ Member HH,532,Lower
1857,13220,"Beckley, WV Metro","Income $250,000+",5+ Member HH,65,Upper
1858,13220,"Beckley, WV Metro","Income $35,000 - $49,999",5+ Member HH,507,Lower
1859,13220,"Beckley, WV Metro","Income $50,000 - $74,999",5+ Member HH,1813,Middle
1860,13220,"Beckley, WV Metro","Income $75,000 - $99,999",5+ Member HH,1288,Middle
1861,13220,"Beckley, WV Metro","Income <$15,000",5+ Member HH,402,Lower
1862,13380,"Bellingham, WA Metro","Income $100,000 - $124,999",1 Member HH,1697,Upper
1863,13380,"Bellingham, WA Metro","Income $125,000 - $149,999",1 Member HH,1478,Upper
1864,13380,"Bellingham, WA Metro","Income $15,000 - $24,999",1 Member HH,4246,Lower
1865,13380,"Bellingham, WA Metro","Income $150,000 - $174,999",1 Member HH,1225,Upper
1866,13380,"Bellingham, WA Metro","Income $175,000 - $199,999",1 Member HH,150,Upper
1867,13380,"Bellingham, WA Metro","Income $200,000 - $249,999",1 Member HH,566,Upper
1868,13380,"Bellingham, WA Metro","Income $25,000 - $34,999",1 Member HH,4229,Middle
1869,13380,"Bellingham, WA Metro","Income $250,000+",1 Member HH,546,Upper
1870,13380,"Bellingham, WA Metro","Income $35,000 - $49,999",1 Member HH,4074,Middle
1871,13380,"Bellingham, WA Metro","Income $50,000 - $74,999",1 Member HH,4676,Middle
1872,13380,"Bellingham, WA Metro","Income $75,000 - $99,999",1 Member HH,2550,Upper
1873,13380,"Bellingham, WA Metro","Income <$15,000",1 Member HH,6087,Lower
1874,13380,"Bellingham, WA Metro","Income $100,000 - $124,999",2 Member HH,2551,Upper
1875,13380,"Bellingham, WA Metro","Income $125,000 - $149,999",2 Member HH,1730,Upper
1876,13380,"Bellingham, WA Metro","Income $15,000 - $24,999",2 Member HH,2619,Lower
1877,13380,"Bellingham, WA Metro","Income $150,000 - $174,999",2 Member HH,1146,Upper
1878,13380,"Bellingham, WA Metro","Income $175,000 - $199,999",2 Member HH,174,Upper
1879,13380,"Bellingham, WA Metro","Income $200,000 - $249,999",2 Member HH,506,Upper
1880,13380,"Bellingham, WA Metro","Income $25,000 - $34,999",2 Member HH,2690,Lower
1881,13380,"Bellingham, WA Metro","Income $250,000+",2 Member HH,703,Upper
1882,13380,"Bellingham, WA Metro","Income $35,000 - $49,999",2 Member HH,4793,Middle
1883,13380,"Bellingham, WA Metro","Income $50,000 - $74,999",2 Member HH,7462,Middle
1884,13380,"Bellingham, WA Metro","Income $75,000 - $99,999",2 Member HH,4509,Middle
1885,13380,"Bellingham, WA Metro","Income <$15,000",2 Member HH,3228,Lower
1886,13380,"Bellingham, WA Metro","Income $100,000 - $124,999",3 Member HH,1086,Middle
1887,13380,"Bellingham, WA Metro","Income $125,000 - $149,999",3 Member HH,542,Upper
1888,13380,"Bellingham, WA Metro","Income $15,000 - $24,999",3 Member HH,684,Lower
1889,13380,"Bellingham, WA Metro","Income $150,000 - $174,999",3 Member HH,296,Upper
1890,13380,"Bellingham, WA Metro","Income $175,000 - $199,999",3 Member HH,96,Upper
1891,13380,"Bellingham, WA Metro","Income $200,000 - $249,999",3 Member HH,149,Upper
1892,13380,"Bellingham, WA Metro","Income $25,000 - $34,999",3 Member HH,669,Lower
1893,13380,"Bellingham, WA Metro","Income $250,000+",3 Member HH,216,Upper
1894,13380,"Bellingham, WA Metro","Income $35,000 - $49,999",3 Member HH,1172,Lower
1895,13380,"Bellingham, WA Metro","Income $50,000 - $74,999",3 Member HH,2807,Middle
1896,13380,"Bellingham, WA Metro","Income $75,000 - $99,999",3 Member HH,2061,Middle
1897,13380,"Bellingham, WA Metro","Income <$15,000",3 Member HH,439,Lower
1898,13380,"Bellingham, WA Metro","Income $100,000 - $124,999",4 Member HH,763,Middle
1899,13380,"Bellingham, WA Metro","Income $125,000 - $149,999",4 Member HH,362,Middle
1900,13380,"Bellingham, WA Metro","Income $15,000 - $24,999",4 Member HH,310,Lower
1901,13380,"Bellingham, WA Metro","Income $150,000 - $174,999",4 Member HH,162,Upper
1902,13380,"Bellingham, WA Metro","Income $175,000 - $199,999",4 Member HH,69,Upper
1903,13380,"Bellingham, WA Metro","Income $200,000 - $249,999",4 Member HH,83,Upper
1904,13380,"Bellingham, WA Metro","Income $25,000 - $34,999",4 Member HH,368,Lower
1905,13380,"Bellingham, WA Metro","Income $250,000+",4 Member HH,136,Upper
1906,13380,"Bellingham, WA Metro","Income $35,000 - $49,999",4 Member HH,439,Lower
1907,13380,"Bellingham, WA Metro","Income $50,000 - $74,999",4 Member HH,1678,Middle
1908,13380,"Bellingham, WA Metro","Income $75,000 - $99,999",4 Member HH,1534,Middle
1909,13380,"Bellingham, WA Metro","Income <$15,000",4 Member HH,188,Lower
1910,13380,"Bellingham, WA Metro","Income $100,000 - $124,999",5+ Member HH,1002,Middle
1911,13380,"Bellingham, WA Metro","Income $125,000 - $149,999",5+ Member HH,411,Middle
1912,13380,"Bellingham, WA Metro","Income $15,000 - $24,999",5+ Member HH,365,Lower
1913,13380,"Bellingham, WA Metro","Income $150,000 - $174,999",5+ Member HH,213,Middle
1914,13380,"Bellingham, WA Metro","Income $175,000 - $199,999",5+ Member HH,65,Upper
1915,13380,"Bellingham, WA Metro","Income $200,000 - $249,999",5+ Member HH,100,Upper
1916,13380,"Bellingham, WA Metro","Income $25,000 - $34,999",5+ Member HH,396,Lower
1917,13380,"Bellingham, WA Metro","Income $250,000+",5+ Member HH,161,Upper
1918,13380,"Bellingham, WA Metro","Income $35,000 - $49,999",5+ Member HH,421,Lower
1919,13380,"Bellingham, WA Metro","Income $50,000 - $74,999",5+ Member HH,2227,Middle
1920,13380,"Bellingham, WA Metro","Income $75,000 - $99,999",5+ Member HH,2232,Middle
1921,13380,"Bellingham, WA Metro","Income <$15,000",5+ Member HH,194,Lower
1922,13460,"Bend-Redmond, OR Metro","Income $100,000 - $124,999",1 Member HH,1346,Upper
1923,13460,"Bend-Redmond, OR Metro","Income $125,000 - $149,999",1 Member HH,1026,Upper
1924,13460,"Bend-Redmond, OR Metro","Income $15,000 - $24,999",1 Member HH,3122,Lower
1925,13460,"Bend-Redmond, OR Metro","Income $150,000 - $174,999",1 Member HH,453,Upper
1926,13460,"Bend-Redmond, OR Metro","Income $175,000 - $199,999",1 Member HH,296,Upper
1927,13460,"Bend-Redmond, OR Metro","Income $200,000 - $249,999",1 Member HH,394,Upper
1928,13460,"Bend-Redmond, OR Metro","Income $25,000 - $34,999",1 Member HH,3377,Middle
1929,13460,"Bend-Redmond, OR Metro","Income $250,000+",1 Member HH,557,Upper
1930,13460,"Bend-Redmond, OR Metro","Income $35,000 - $49,999",1 Member HH,3413,Middle
1931,13460,"Bend-Redmond, OR Metro","Income $50,000 - $74,999",1 Member HH,3816,Middle
1932,13460,"Bend-Redmond, OR Metro","Income $75,000 - $99,999",1 Member HH,1290,Upper
1933,13460,"Bend-Redmond, OR Metro","Income <$15,000",1 Member HH,3370,Lower
1934,13460,"Bend-Redmond, OR Metro","Income $100,000 - $124,999",2 Member HH,2694,Upper
1935,13460,"Bend-Redmond, OR Metro","Income $125,000 - $149,999",2 Member HH,1730,Upper
1936,13460,"Bend-Redmond, OR Metro","Income $15,000 - $24,999",2 Member HH,3600,Lower
1937,13460,"Bend-Redmond, OR Metro","Income $150,000 - $174,999",2 Member HH,714,Upper
1938,13460,"Bend-Redmond, OR Metro","Income $175,000 - $199,999",2 Member HH,479,Upper
1939,13460,"Bend-Redmond, OR Metro","Income $200,000 - $249,999",2 Member HH,590,Upper
1940,13460,"Bend-Redmond, OR Metro","Income $25,000 - $34,999",2 Member HH,3600,Lower
1941,13460,"Bend-Redmond, OR Metro","Income $250,000+",2 Member HH,826,Upper
1942,13460,"Bend-Redmond, OR Metro","Income $35,000 - $49,999",2 Member HH,6554,Middle
1943,13460,"Bend-Redmond, OR Metro","Income $50,000 - $74,999",2 Member HH,6355,Middle
1944,13460,"Bend-Redmond, OR Metro","Income $75,000 - $99,999",2 Member HH,4489,Middle
1945,13460,"Bend-Redmond, OR Metro","Income <$15,000",2 Member HH,3302,Lower
1946,13460,"Bend-Redmond, OR Metro","Income $100,000 - $124,999",3 Member HH,970,Middle
1947,13460,"Bend-Redmond, OR Metro","Income $125,000 - $149,999",3 Member HH,497,Upper
1948,13460,"Bend-Redmond, OR Metro","Income $15,000 - $24,999",3 Member HH,703,Lower
1949,13460,"Bend-Redmond, OR Metro","Income $150,000 - $174,999",3 Member HH,155,Upper
1950,13460,"Bend-Redmond, OR Metro","Income $175,000 - $199,999",3 Member HH,213,Upper
1951,13460,"Bend-Redmond, OR Metro","Income $200,000 - $249,999",3 Member HH,157,Upper
1952,13460,"Bend-Redmond, OR Metro","Income $25,000 - $34,999",3 Member HH,849,Lower
1953,13460,"Bend-Redmond, OR Metro","Income $250,000+",3 Member HH,234,Upper
1954,13460,"Bend-Redmond, OR Metro","Income $35,000 - $49,999",3 Member HH,1146,Lower
1955,13460,"Bend-Redmond, OR Metro","Income $50,000 - $74,999",3 Member HH,2403,Middle
1956,13460,"Bend-Redmond, OR Metro","Income $75,000 - $99,999",3 Member HH,1833,Middle
1957,13460,"Bend-Redmond, OR Metro","Income <$15,000",3 Member HH,531,Lower
1958,13460,"Bend-Redmond, OR Metro","Income $100,000 - $124,999",4 Member HH,628,Middle
1959,13460,"Bend-Redmond, OR Metro","Income $125,000 - $149,999",4 Member HH,295,Middle
1960,13460,"Bend-Redmond, OR Metro","Income $15,000 - $24,999",4 Member HH,402,Lower
1961,13460,"Bend-Redmond, OR Metro","Income $150,000 - $174,999",4 Member HH,54,Upper
1962,13460,"Bend-Redmond, OR Metro","Income $175,000 - $199,999",4 Member HH,147,Upper
1963,13460,"Bend-Redmond, OR Metro","Income $200,000 - $249,999",4 Member HH,92,Upper
1964,13460,"Bend-Redmond, OR Metro","Income $25,000 - $34,999",4 Member HH,410,Lower
1965,13460,"Bend-Redmond, OR Metro","Income $250,000+",4 Member HH,152,Upper
1966,13460,"Bend-Redmond, OR Metro","Income $35,000 - $49,999",4 Member HH,476,Lower
1967,13460,"Bend-Redmond, OR Metro","Income $50,000 - $74,999",4 Member HH,1381,Middle
1968,13460,"Bend-Redmond, OR Metro","Income $75,000 - $99,999",4 Member HH,1239,Middle
1969,13460,"Bend-Redmond, OR Metro","Income <$15,000",4 Member HH,241,Lower
1970,13460,"Bend-Redmond, OR Metro","Income $100,000 - $124,999",5+ Member HH,755,Middle
