CBSAMET_KEY,CBSAMET_NAME,INCOME,SIZE1,Count
14100,"Bloomsburg-Berwick, PA Metro","Income $200,000 - $249,999",2 Member HH,132
14100,"Bloomsburg-Berwick, PA Metro","Income $200,000 - $249,999",3 Member HH,65
14100,"Bloomsburg-Berwick, PA Metro","Income $200,000 - $249,999",4 Member HH,48
14100,"Bloomsburg-Berwick, PA Metro","Income $200,000 - $249,999",5+ Member HH,81
14100,"Bloomsburg-Berwick, PA Metro","Income $25,000 - $34,999",1 Member HH,1886
14100,"Bloomsburg-Berwick, PA Metro","Income $25,000 - $34,999",2 Member HH,1377
14100,"Bloomsburg-Berwick, PA Metro","Income $25,000 - $34,999",3 Member HH,462
14100,"Bloomsburg-Berwick, PA Metro","Income $25,000 - $34,999",4 Member HH,253
14100,"Bloomsburg-Berwick, PA Metro","Income $25,000 - $34,999",5+ Member HH,307
14100,"Bloomsburg-Berwick, PA Metro","Income $250,000+",1 Member HH,165
14100,"Bloomsburg-Berwick, PA Metro","Income $250,000+",2 Member HH,230
14100,"Bloomsburg-Berwick, PA Metro","Income $250,000+",3 Member HH,85
14100,"Bloomsburg-Berwick, PA Metro","Income $250,000+",4 Member HH,63
14100,"Bloomsburg-Berwick, PA Metro","Income $250,000+",5+ Member HH,83
14100,"Bloomsburg-Berwick, PA Metro","Income $35,000 - $49,999",1 Member HH,2092
14100,"Bloomsburg-Berwick, PA Metro","Income $35,000 - $49,999",2 Member HH,2411
14100,"Bloomsburg-Berwick, PA Metro","Income $35,000 - $49,999",3 Member HH,697
14100,"Bloomsburg-Berwick, PA Metro","Income $35,000 - $49,999",4 Member HH,305
14100,"Bloomsburg-Berwick, PA Metro","Income $35,000 - $49,999",5+ Member HH,315
14100,"Bloomsburg-Berwick, PA Metro","Income $50,000 - $74,999",1 Member HH,2204
14100,"Bloomsburg-Berwick, PA Metro","Income $50,000 - $74,999",2 Member HH,2661
14100,"Bloomsburg-Berwick, PA Metro","Income $50,000 - $74,999",3 Member HH,1246
14100,"Bloomsburg-Berwick, PA Metro","Income $50,000 - $74,999",4 Member HH,831
14100,"Bloomsburg-Berwick, PA Metro","Income $50,000 - $74,999",5+ Member HH,1193
14100,"Bloomsburg-Berwick, PA Metro","Income $75,000 - $99,999",1 Member HH,868
14100,"Bloomsburg-Berwick, PA Metro","Income $75,000 - $99,999",2 Member HH,1684
14100,"Bloomsburg-Berwick, PA Metro","Income $75,000 - $99,999",3 Member HH,938
14100,"Bloomsburg-Berwick, PA Metro","Income $75,000 - $99,999",4 Member HH,691
14100,"Bloomsburg-Berwick, PA Metro","Income $75,000 - $99,999",5+ Member HH,1087
14100,"Bloomsburg-Berwick, PA Metro","Income <$15,000",1 Member HH,2173
14100,"Bloomsburg-Berwick, PA Metro","Income <$15,000",2 Member HH,1309
14100,"Bloomsburg-Berwick, PA Metro","Income <$15,000",3 Member HH,325
14100,"Bloomsburg-Berwick, PA Metro","Income <$15,000",4 Member HH,214
14100,"Bloomsburg-Berwick, PA Metro","Income <$15,000",5+ Member HH,227
14260,"Boise City, ID Metro","Income $100,000 - $124,999",1 Member HH,2691
14260,"Boise City, ID Metro","Income $100,000 - $124,999",2 Member HH,7471
14260,"Boise City, ID Metro","Income $100,000 - $124,999",3 Member HH,3305
14260,"Boise City, ID Metro","Income $100,000 - $124,999",4 Member HH,2290
14260,"Boise City, ID Metro","Income $100,000 - $124,999",5+ Member HH,3620
14260,"Boise City, ID Metro","Income $125,000 - $149,999",1 Member HH,1996
14260,"Boise City, ID Metro","Income $125,000 - $149,999",2 Member HH,4472
14260,"Boise City, ID Metro","Income $125,000 - $149,999",3 Member HH,1602
14260,"Boise City, ID Metro","Income $125,000 - $149,999",4 Member HH,1121
14260,"Boise City, ID Metro","Income $125,000 - $149,999",5+ Member HH,1677
14260,"Boise City, ID Metro","Income $15,000 - $24,999",1 Member HH,8518
14260,"Boise City, ID Metro","Income $15,000 - $24,999",2 Member HH,9259
14260,"Boise City, ID Metro","Income $15,000 - $24,999",3 Member HH,2614
14260,"Boise City, ID Metro","Income $15,000 - $24,999",4 Member HH,1319
14260,"Boise City, ID Metro","Income $15,000 - $24,999",5+ Member HH,1674
14260,"Boise City, ID Metro","Income $150,000 - $174,999",1 Member HH,1255
14260,"Boise City, ID Metro","Income $150,000 - $174,999",2 Member HH,2447
14260,"Boise City, ID Metro","Income $150,000 - $174,999",3 Member HH,788
14260,"Boise City, ID Metro","Income $150,000 - $174,999",4 Member HH,500
14260,"Boise City, ID Metro","Income $150,000 - $174,999",5+ Member HH,700
14260,"Boise City, ID Metro","Income $175,000 - $199,999",1 Member HH,425
14260,"Boise City, ID Metro","Income $175,000 - $199,999",2 Member HH,1290
14260,"Boise City, ID Metro","Income $175,000 - $199,999",3 Member HH,549
14260,"Boise City, ID Metro","Income $175,000 - $199,999",4 Member HH,388
14260,"Boise City, ID Metro","Income $175,000 - $199,999",5+ Member HH,593
14260,"Boise City, ID Metro","Income $200,000 - $249,999",1 Member HH,784
14260,"Boise City, ID Metro","Income $200,000 - $249,999",2 Member HH,1466
14260,"Boise City, ID Metro","Income $200,000 - $249,999",3 Member HH,487
14260,"Boise City, ID Metro","Income $200,000 - $249,999",4 Member HH,343
14260,"Boise City, ID Metro","Income $200,000 - $249,999",5+ Member HH,431
14260,"Boise City, ID Metro","Income $25,000 - $34,999",1 Member HH,8617
14260,"Boise City, ID Metro","Income $25,000 - $34,999",2 Member HH,11171
14260,"Boise City, ID Metro","Income $25,000 - $34,999",3 Member HH,3094
14260,"Boise City, ID Metro","Income $25,000 - $34,999",4 Member HH,1554
14260,"Boise City, ID Metro","Income $25,000 - $34,999",5+ Member HH,1833
14260,"Boise City, ID Metro","Income $250,000+",1 Member HH,1090
14260,"Boise City, ID Metro","Income $250,000+",2 Member HH,1908
14260,"Boise City, ID Metro","Income $250,000+",3 Member HH,711
14260,"Boise City, ID Metro","Income $250,000+",4 Member HH,442
14260,"Boise City, ID Metro","Income $250,000+",5+ Member HH,630
14260,"Boise City, ID Metro","Income $35,000 - $49,999",1 Member HH,8510
14260,"Boise City, ID Metro","Income $35,000 - $49,999",2 Member HH,17380
14260,"Boise City, ID Metro","Income $35,000 - $49,999",3 Member HH,4179
14260,"Boise City, ID Metro","Income $35,000 - $49,999",4 Member HH,1795
14260,"Boise City, ID Metro","Income $35,000 - $49,999",5+ Member HH,1818
14260,"Boise City, ID Metro","Income $50,000 - $74,999",1 Member HH,8383
14260,"Boise City, ID Metro","Income $50,000 - $74,999",2 Member HH,18577
14260,"Boise City, ID Metro","Income $50,000 - $74,999",3 Member HH,8388
14260,"Boise City, ID Metro","Income $50,000 - $74,999",4 Member HH,5295
14260,"Boise City, ID Metro","Income $50,000 - $74,999",5+ Member HH,7157
14260,"Boise City, ID Metro","Income $75,000 - $99,999",1 Member HH,3218
14260,"Boise City, ID Metro","Income $75,000 - $99,999",2 Member HH,11450
14260,"Boise City, ID Metro","Income $75,000 - $99,999",3 Member HH,5790
14260,"Boise City, ID Metro","Income $75,000 - $99,999",4 Member HH,4260
14260,"Boise City, ID Metro","Income $75,000 - $99,999",5+ Member HH,7016
14260,"Boise City, ID Metro","Income <$15,000",1 Member HH,10043
14260,"Boise City, ID Metro","Income <$15,000",2 Member HH,10819
14260,"Boise City, ID Metro","Income <$15,000",3 Member HH,2097
14260,"Boise City, ID Metro","Income <$15,000",4 Member HH,1023
14260,"Boise City, ID Metro","Income <$15,000",5+ Member HH,1059
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $100,000 - $124,999",1 Member HH,55761
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $100,000 - $124,999",2 Member HH,66155
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $100,000 - $124,999",3 Member HH,31081
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $100,000 - $124,999",4 Member HH,22089
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $100,000 - $124,999",5+ Member HH,30699
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $125,000 - $149,999",1 Member HH,36803
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $125,000 - $149,999",2 Member HH,43160
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $125,000 - $149,999",3 Member HH,19365
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $125,000 - $149,999",4 Member HH,16256
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $125,000 - $149,999",5+ Member HH,26539
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $15,000 - $24,999",1 Member HH,53204
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $15,000 - $24,999",2 Member HH,43735
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $15,000 - $24,999",3 Member HH,12571
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $15,000 - $24,999",4 Member HH,7021
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $15,000 - $24,999",5+ Member HH,8388
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $150,000 - $174,999",1 Member HH,30445
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $150,000 - $174,999",2 Member HH,28487
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $150,000 - $174,999",3 Member HH,10939
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $150,000 - $174,999",4 Member HH,8801
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $150,000 - $174,999",5+ Member HH,12541
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $175,000 - $199,999",1 Member HH,15539
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $175,000 - $199,999",2 Member HH,23734
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $175,000 - $199,999",3 Member HH,12287
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $175,000 - $199,999",4 Member HH,9862
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $175,000 - $199,999",5+ Member HH,13751
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $200,000 - $249,999",1 Member HH,22041
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $200,000 - $249,999",2 Member HH,23830
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $200,000 - $249,999",3 Member HH,10427
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $200,000 - $249,999",4 Member HH,8545
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $200,000 - $249,999",5+ Member HH,13169
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $25,000 - $34,999",1 Member HH,50069
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $25,000 - $34,999",2 Member HH,41916
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $25,000 - $34,999",3 Member HH,11765
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $25,000 - $34,999",4 Member HH,6376
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $25,000 - $34,999",5+ Member HH,7594
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $250,000+",1 Member HH,34772
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $250,000+",2 Member HH,36186
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $250,000+",3 Member HH,14898
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $250,000+",4 Member HH,11500
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $250,000+",5+ Member HH,17365
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $35,000 - $49,999",1 Member HH,71739
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $35,000 - $49,999",2 Member HH,64295
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $35,000 - $49,999",3 Member HH,16790
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $35,000 - $49,999",4 Member HH,7542
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $35,000 - $49,999",5+ Member HH,7757
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $50,000 - $74,999",1 Member HH,85913
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $50,000 - $74,999",2 Member HH,92158
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $50,000 - $74,999",3 Member HH,38547
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $50,000 - $74,999",4 Member HH,22806
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $50,000 - $74,999",5+ Member HH,28553
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $75,000 - $99,999",1 Member HH,41152
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $75,000 - $99,999",2 Member HH,71146
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $75,000 - $99,999",3 Member HH,42627
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $75,000 - $99,999",4 Member HH,32878
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income $75,000 - $99,999",5+ Member HH,49901
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income <$15,000",1 Member HH,83028
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income <$15,000",2 Member HH,56771
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income <$15,000",3 Member HH,11458
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income <$15,000",4 Member HH,5643
14460,"Boston-Cambridge-Newton, MA-NH Metro","Income <$15,000",5+ Member HH,6066
14500,"Boulder, CO Metro","Income $100,000 - $124,999",1 Member HH,3559
14500,"Boulder, CO Metro","Income $100,000 - $124,999",2 Member HH,4815
14500,"Boulder, CO Metro","Income $100,000 - $124,999",3 Member HH,2233
14500,"Boulder, CO Metro","Income $100,000 - $124,999",4 Member HH,1444
14500,"Boulder, CO Metro","Income $100,000 - $124,999",5+ Member HH,1927
14500,"Boulder, CO Metro","Income $125,000 - $149,999",1 Member HH,2035
14500,"Boulder, CO Metro","Income $125,000 - $149,999",2 Member HH,2871
14500,"Boulder, CO Metro","Income $125,000 - $149,999",3 Member HH,1397
14500,"Boulder, CO Metro","Income $125,000 - $149,999",4 Member HH,1137
14500,"Boulder, CO Metro","Income $125,000 - $149,999",5+ Member HH,1803
14500,"Boulder, CO Metro","Income $15,000 - $24,999",1 Member HH,4264
14500,"Boulder, CO Metro","Income $15,000 - $24,999",2 Member HH,2661
14500,"Boulder, CO Metro","Income $15,000 - $24,999",3 Member HH,825
14500,"Boulder, CO Metro","Income $15,000 - $24,999",4 Member HH,439
14500,"Boulder, CO Metro","Income $15,000 - $24,999",5+ Member HH,560
14500,"Boulder, CO Metro","Income $150,000 - $174,999",1 Member HH,2101
14500,"Boulder, CO Metro","Income $150,000 - $174,999",2 Member HH,1869
14500,"Boulder, CO Metro","Income $150,000 - $174,999",3 Member HH,772
14500,"Boulder, CO Metro","Income $150,000 - $174,999",4 Member HH,516
14500,"Boulder, CO Metro","Income $150,000 - $174,999",5+ Member HH,681
14500,"Boulder, CO Metro","Income $175,000 - $199,999",1 Member HH,828
14500,"Boulder, CO Metro","Income $175,000 - $199,999",2 Member HH,1718
14500,"Boulder, CO Metro","Income $175,000 - $199,999",3 Member HH,1044
14500,"Boulder, CO Metro","Income $175,000 - $199,999",4 Member HH,775
14500,"Boulder, CO Metro","Income $175,000 - $199,999",5+ Member HH,1037
14500,"Boulder, CO Metro","Income $200,000 - $249,999",1 Member HH,1556
14500,"Boulder, CO Metro","Income $200,000 - $249,999",2 Member HH,1644
14500,"Boulder, CO Metro","Income $200,000 - $249,999",3 Member HH,680
14500,"Boulder, CO Metro","Income $200,000 - $249,999",4 Member HH,522
14500,"Boulder, CO Metro","Income $200,000 - $249,999",5+ Member HH,722
14500,"Boulder, CO Metro","Income $25,000 - $34,999",1 Member HH,4584
14500,"Boulder, CO Metro","Income $25,000 - $34,999",2 Member HH,2957
14500,"Boulder, CO Metro","Income $25,000 - $34,999",3 Member HH,812
14500,"Boulder, CO Metro","Income $25,000 - $34,999",4 Member HH,407
14500,"Boulder, CO Metro","Income $25,000 - $34,999",5+ Member HH,446
14500,"Boulder, CO Metro","Income $250,000+",1 Member HH,1889
14500,"Boulder, CO Metro","Income $250,000+",2 Member HH,1992
14500,"Boulder, CO Metro","Income $250,000+",3 Member HH,964
14500,"Boulder, CO Metro","Income $250,000+",4 Member HH,757
14500,"Boulder, CO Metro","Income $250,000+",5+ Member HH,1024
14500,"Boulder, CO Metro","Income $35,000 - $49,999",1 Member HH,6147
14500,"Boulder, CO Metro","Income $35,000 - $49,999",2 Member HH,5186
14500,"Boulder, CO Metro","Income $35,000 - $49,999",3 Member HH,1273
14500,"Boulder, CO Metro","Income $35,000 - $49,999",4 Member HH,603
14500,"Boulder, CO Metro","Income $35,000 - $49,999",5+ Member HH,573
14500,"Boulder, CO Metro","Income $50,000 - $74,999",1 Member HH,6778
14500,"Boulder, CO Metro","Income $50,000 - $74,999",2 Member HH,7292
14500,"Boulder, CO Metro","Income $50,000 - $74,999",3 Member HH,2735
14500,"Boulder, CO Metro","Income $50,000 - $74,999",4 Member HH,1551
14500,"Boulder, CO Metro","Income $50,000 - $74,999",5+ Member HH,1912
14500,"Boulder, CO Metro","Income $75,000 - $99,999",1 Member HH,2994
14500,"Boulder, CO Metro","Income $75,000 - $99,999",2 Member HH,5965
14500,"Boulder, CO Metro","Income $75,000 - $99,999",3 Member HH,3269
14500,"Boulder, CO Metro","Income $75,000 - $99,999",4 Member HH,2200
14500,"Boulder, CO Metro","Income $75,000 - $99,999",5+ Member HH,3182
14500,"Boulder, CO Metro","Income <$15,000",1 Member HH,5946
14500,"Boulder, CO Metro","Income <$15,000",2 Member HH,2994
14500,"Boulder, CO Metro","Income <$15,000",3 Member HH,626
14500,"Boulder, CO Metro","Income <$15,000",4 Member HH,286
14500,"Boulder, CO Metro","Income <$15,000",5+ Member HH,381
14540,"Bowling Green, KY Metro","Income $100,000 - $124,999",1 Member HH,770
14540,"Bowling Green, KY Metro","Income $100,000 - $124,999",2 Member HH,1678
14540,"Bowling Green, KY Metro","Income $100,000 - $124,999",3 Member HH,746
14540,"Bowling Green, KY Metro","Income $100,000 - $124,999",4 Member HH,467
14540,"Bowling Green, KY Metro","Income $100,000 - $124,999",5+ Member HH,740
14540,"Bowling Green, KY Metro","Income $125,000 - $149,999",1 Member HH,393
14540,"Bowling Green, KY Metro","Income $125,000 - $149,999",2 Member HH,734
14540,"Bowling Green, KY Metro","Income $125,000 - $149,999",3 Member HH,258
14540,"Bowling Green, KY Metro","Income $125,000 - $149,999",4 Member HH,222
14540,"Bowling Green, KY Metro","Income $125,000 - $149,999",5+ Member HH,368
14540,"Bowling Green, KY Metro","Income $15,000 - $24,999",1 Member HH,2406
14540,"Bowling Green, KY Metro","Income $15,000 - $24,999",2 Member HH,2740
14540,"Bowling Green, KY Metro","Income $15,000 - $24,999",3 Member HH,819
14540,"Bowling Green, KY Metro","Income $15,000 - $24,999",4 Member HH,417
14540,"Bowling Green, KY Metro","Income $15,000 - $24,999",5+ Member HH,563
14540,"Bowling Green, KY Metro","Income $150,000 - $174,999",1 Member HH,293
14540,"Bowling Green, KY Metro","Income $150,000 - $174,999",2 Member HH,512
14540,"Bowling Green, KY Metro","Income $150,000 - $174,999",3 Member HH,147
14540,"Bowling Green, KY Metro","Income $150,000 - $174,999",4 Member HH,76
14540,"Bowling Green, KY Metro","Income $150,000 - $174,999",5+ Member HH,136
14540,"Bowling Green, KY Metro","Income $175,000 - $199,999",1 Member HH,79
14540,"Bowling Green, KY Metro","Income $175,000 - $199,999",2 Member HH,148
14540,"Bowling Green, KY Metro","Income $175,000 - $199,999",3 Member HH,78
14540,"Bowling Green, KY Metro","Income $175,000 - $199,999",4 Member HH,61
14540,"Bowling Green, KY Metro","Income $175,000 - $199,999",5+ Member HH,81
14540,"Bowling Green, KY Metro","Income $200,000 - $249,999",1 Member HH,128
14540,"Bowling Green, KY Metro","Income $200,000 - $249,999",2 Member HH,258
14540,"Bowling Green, KY Metro","Income $200,000 - $249,999",3 Member HH,70
14540,"Bowling Green, KY Metro","Income $200,000 - $249,999",4 Member HH,48
14540,"Bowling Green, KY Metro","Income $200,000 - $249,999",5+ Member HH,88
14540,"Bowling Green, KY Metro","Income $25,000 - $34,999",1 Member HH,2062
14540,"Bowling Green, KY Metro","Income $25,000 - $34,999",2 Member HH,2525
14540,"Bowling Green, KY Metro","Income $25,000 - $34,999",3 Member HH,805
14540,"Bowling Green, KY Metro","Income $25,000 - $34,999",4 Member HH,432
14540,"Bowling Green, KY Metro","Income $25,000 - $34,999",5+ Member HH,572
14540,"Bowling Green, KY Metro","Income $250,000+",1 Member HH,254
14540,"Bowling Green, KY Metro","Income $250,000+",2 Member HH,372
14540,"Bowling Green, KY Metro","Income $250,000+",3 Member HH,109
14540,"Bowling Green, KY Metro","Income $250,000+",4 Member HH,64
14540,"Bowling Green, KY Metro","Income $250,000+",5+ Member HH,115
14540,"Bowling Green, KY Metro","Income $35,000 - $49,999",1 Member HH,2537
14540,"Bowling Green, KY Metro","Income $35,000 - $49,999",2 Member HH,4315
14540,"Bowling Green, KY Metro","Income $35,000 - $49,999",3 Member HH,1341
14540,"Bowling Green, KY Metro","Income $35,000 - $49,999",4 Member HH,632
14540,"Bowling Green, KY Metro","Income $35,000 - $49,999",5+ Member HH,703
14540,"Bowling Green, KY Metro","Income $50,000 - $74,999",1 Member HH,2451
14540,"Bowling Green, KY Metro","Income $50,000 - $74,999",2 Member HH,4753
14540,"Bowling Green, KY Metro","Income $50,000 - $74,999",3 Member HH,2216
14540,"Bowling Green, KY Metro","Income $50,000 - $74,999",4 Member HH,1513
14540,"Bowling Green, KY Metro","Income $50,000 - $74,999",5+ Member HH,2259
14540,"Bowling Green, KY Metro","Income $75,000 - $99,999",1 Member HH,1189
14540,"Bowling Green, KY Metro","Income $75,000 - $99,999",2 Member HH,2676
14540,"Bowling Green, KY Metro","Income $75,000 - $99,999",3 Member HH,1353
14540,"Bowling Green, KY Metro","Income $75,000 - $99,999",4 Member HH,1066
14540,"Bowling Green, KY Metro","Income $75,000 - $99,999",5+ Member HH,1734
14540,"Bowling Green, KY Metro","Income <$15,000",1 Member HH,4057
14540,"Bowling Green, KY Metro","Income <$15,000",2 Member HH,3832
14540,"Bowling Green, KY Metro","Income <$15,000",3 Member HH,721
14540,"Bowling Green, KY Metro","Income <$15,000",4 Member HH,338
14540,"Bowling Green, KY Metro","Income <$15,000",5+ Member HH,443
14740,"Bremerton-Silverdale, WA Metro","Income $100,000 - $124,999",1 Member HH,2266
14740,"Bremerton-Silverdale, WA Metro","Income $100,000 - $124,999",2 Member HH,3273
14740,"Bremerton-Silverdale, WA Metro","Income $100,000 - $124,999",3 Member HH,1739
14740,"Bremerton-Silverdale, WA Metro","Income $100,000 - $124,999",4 Member HH,1271
14740,"Bremerton-Silverdale, WA Metro","Income $100,000 - $124,999",5+ Member HH,1537
14740,"Bremerton-Silverdale, WA Metro","Income $125,000 - $149,999",1 Member HH,1572
14740,"Bremerton-Silverdale, WA Metro","Income $125,000 - $149,999",2 Member HH,2219
14740,"Bremerton-Silverdale, WA Metro","Income $125,000 - $149,999",3 Member HH,901
14740,"Bremerton-Silverdale, WA Metro","Income $125,000 - $149,999",4 Member HH,588
14740,"Bremerton-Silverdale, WA Metro","Income $125,000 - $149,999",5+ Member HH,739
14740,"Bremerton-Silverdale, WA Metro","Income $15,000 - $24,999",1 Member HH,3659
14740,"Bremerton-Silverdale, WA Metro","Income $15,000 - $24,999",2 Member HH,2682
14740,"Bremerton-Silverdale, WA Metro","Income $15,000 - $24,999",3 Member HH,856
14740,"Bremerton-Silverdale, WA Metro","Income $15,000 - $24,999",4 Member HH,386
14740,"Bremerton-Silverdale, WA Metro","Income $15,000 - $24,999",5+ Member HH,409
14740,"Bremerton-Silverdale, WA Metro","Income $150,000 - $174,999",1 Member HH,1501
14740,"Bremerton-Silverdale, WA Metro","Income $150,000 - $174,999",2 Member HH,1837
14740,"Bremerton-Silverdale, WA Metro","Income $150,000 - $174,999",3 Member HH,583
14740,"Bremerton-Silverdale, WA Metro","Income $150,000 - $174,999",4 Member HH,349
14740,"Bremerton-Silverdale, WA Metro","Income $150,000 - $174,999",5+ Member HH,421
14740,"Bremerton-Silverdale, WA Metro","Income $175,000 - $199,999",1 Member HH,386
14740,"Bremerton-Silverdale, WA Metro","Income $175,000 - $199,999",2 Member HH,454
14740,"Bremerton-Silverdale, WA Metro","Income $175,000 - $199,999",3 Member HH,252
14740,"Bremerton-Silverdale, WA Metro","Income $175,000 - $199,999",4 Member HH,180
14740,"Bremerton-Silverdale, WA Metro","Income $175,000 - $199,999",5+ Member HH,188
14740,"Bremerton-Silverdale, WA Metro","Income $200,000 - $249,999",1 Member HH,658
14740,"Bremerton-Silverdale, WA Metro","Income $200,000 - $249,999",2 Member HH,734
14740,"Bremerton-Silverdale, WA Metro","Income $200,000 - $249,999",3 Member HH,284
14740,"Bremerton-Silverdale, WA Metro","Income $200,000 - $249,999",4 Member HH,167
14740,"Bremerton-Silverdale, WA Metro","Income $200,000 - $249,999",5+ Member HH,181
14740,"Bremerton-Silverdale, WA Metro","Income $25,000 - $34,999",1 Member HH,4439
14740,"Bremerton-Silverdale, WA Metro","Income $25,000 - $34,999",2 Member HH,2980
14740,"Bremerton-Silverdale, WA Metro","Income $25,000 - $34,999",3 Member HH,898
14740,"Bremerton-Silverdale, WA Metro","Income $25,000 - $34,999",4 Member HH,447
14740,"Bremerton-Silverdale, WA Metro","Income $25,000 - $34,999",5+ Member HH,481
14740,"Bremerton-Silverdale, WA Metro","Income $250,000+",1 Member HH,915
14740,"Bremerton-Silverdale, WA Metro","Income $250,000+",2 Member HH,1024
14740,"Bremerton-Silverdale, WA Metro","Income $250,000+",3 Member HH,402
14740,"Bremerton-Silverdale, WA Metro","Income $250,000+",4 Member HH,236
14740,"Bremerton-Silverdale, WA Metro","Income $250,000+",5+ Member HH,264
14740,"Bremerton-Silverdale, WA Metro","Income $35,000 - $49,999",1 Member HH,5861
14740,"Bremerton-Silverdale, WA Metro","Income $35,000 - $49,999",2 Member HH,5833
14740,"Bremerton-Silverdale, WA Metro","Income $35,000 - $49,999",3 Member HH,1556
14740,"Bremerton-Silverdale, WA Metro","Income $35,000 - $49,999",4 Member HH,672
14740,"Bremerton-Silverdale, WA Metro","Income $35,000 - $49,999",5+ Member HH,562
14740,"Bremerton-Silverdale, WA Metro","Income $50,000 - $74,999",1 Member HH,5026
14740,"Bremerton-Silverdale, WA Metro","Income $50,000 - $74,999",2 Member HH,7665
14740,"Bremerton-Silverdale, WA Metro","Income $50,000 - $74,999",3 Member HH,3392
14740,"Bremerton-Silverdale, WA Metro","Income $50,000 - $74,999",4 Member HH,2010
14740,"Bremerton-Silverdale, WA Metro","Income $50,000 - $74,999",5+ Member HH,2527
14740,"Bremerton-Silverdale, WA Metro","Income $75,000 - $99,999",1 Member HH,3025
14740,"Bremerton-Silverdale, WA Metro","Income $75,000 - $99,999",2 Member HH,5365
14740,"Bremerton-Silverdale, WA Metro","Income $75,000 - $99,999",3 Member HH,2910
14740,"Bremerton-Silverdale, WA Metro","Income $75,000 - $99,999",4 Member HH,2018
14740,"Bremerton-Silverdale, WA Metro","Income $75,000 - $99,999",5+ Member HH,2577
14740,"Bremerton-Silverdale, WA Metro","Income <$15,000",1 Member HH,5034
14740,"Bremerton-Silverdale, WA Metro","Income <$15,000",2 Member HH,2758
14740,"Bremerton-Silverdale, WA Metro","Income <$15,000",3 Member HH,555
14740,"Bremerton-Silverdale, WA Metro","Income <$15,000",4 Member HH,230
14740,"Bremerton-Silverdale, WA Metro","Income <$15,000",5+ Member HH,263
14860,"Bridgeport-Stamford-Norwalk, CT Metro","Income $100,000 - $124,999",1 Member HH,7202
