CBSAMET_KEY,CBSAMET_NAME,INCOME,SIZE1,Count
24660,"Greensboro-High Point, NC Metro","Income $250,000+",5+ Member HH,1009
24660,"Greensboro-High Point, NC Metro","Income $35,000 - $49,999",1 Member HH,14526
24660,"Greensboro-High Point, NC Metro","Income $35,000 - $49,999",2 Member HH,18804
24660,"Greensboro-High Point, NC Metro","Income $35,000 - $49,999",3 Member HH,5594
24660,"Greensboro-High Point, NC Metro","Income $35,000 - $49,999",4 Member HH,2658
24660,"Greensboro-High Point, NC Metro","Income $35,000 - $49,999",5+ Member HH,2975
24660,"Greensboro-High Point, NC Metro","Income $50,000 - $74,999",1 Member HH,10965
24660,"Greensboro-High Point, NC Metro","Income $50,000 - $74,999",2 Member HH,18227
24660,"Greensboro-High Point, NC Metro","Income $50,000 - $74,999",3 Member HH,9118
24660,"Greensboro-High Point, NC Metro","Income $50,000 - $74,999",4 Member HH,6028
24660,"Greensboro-High Point, NC Metro","Income $50,000 - $74,999",5+ Member HH,9124
24660,"Greensboro-High Point, NC Metro","Income $75,000 - $99,999",1 Member HH,3735
24660,"Greensboro-High Point, NC Metro","Income $75,000 - $99,999",2 Member HH,9601
24660,"Greensboro-High Point, NC Metro","Income $75,000 - $99,999",3 Member HH,6180
24660,"Greensboro-High Point, NC Metro","Income $75,000 - $99,999",4 Member HH,4892
24660,"Greensboro-High Point, NC Metro","Income $75,000 - $99,999",5+ Member HH,8446
24660,"Greensboro-High Point, NC Metro","Income <$15,000",1 Member HH,16475
24660,"Greensboro-High Point, NC Metro","Income <$15,000",2 Member HH,16077
24660,"Greensboro-High Point, NC Metro","Income <$15,000",3 Member HH,2991
24660,"Greensboro-High Point, NC Metro","Income <$15,000",4 Member HH,1535
24660,"Greensboro-High Point, NC Metro","Income <$15,000",5+ Member HH,1762
24780,"Greenville, NC Metro","Income $100,000 - $124,999",1 Member HH,951
24780,"Greenville, NC Metro","Income $100,000 - $124,999",2 Member HH,1455
24780,"Greenville, NC Metro","Income $100,000 - $124,999",3 Member HH,653
24780,"Greenville, NC Metro","Income $100,000 - $124,999",4 Member HH,455
24780,"Greenville, NC Metro","Income $100,000 - $124,999",5+ Member HH,728
24780,"Greenville, NC Metro","Income $125,000 - $149,999",1 Member HH,513
24780,"Greenville, NC Metro","Income $125,000 - $149,999",2 Member HH,646
24780,"Greenville, NC Metro","Income $125,000 - $149,999",3 Member HH,286
24780,"Greenville, NC Metro","Income $125,000 - $149,999",4 Member HH,243
24780,"Greenville, NC Metro","Income $125,000 - $149,999",5+ Member HH,447
24780,"Greenville, NC Metro","Income $15,000 - $24,999",1 Member HH,3821
24780,"Greenville, NC Metro","Income $15,000 - $24,999",2 Member HH,2817
24780,"Greenville, NC Metro","Income $15,000 - $24,999",3 Member HH,770
24780,"Greenville, NC Metro","Income $15,000 - $24,999",4 Member HH,407
24780,"Greenville, NC Metro","Income $15,000 - $24,999",5+ Member HH,477
24780,"Greenville, NC Metro","Income $150,000 - $174,999",1 Member HH,596
24780,"Greenville, NC Metro","Income $150,000 - $174,999",2 Member HH,564
24780,"Greenville, NC Metro","Income $150,000 - $174,999",3 Member HH,186
24780,"Greenville, NC Metro","Income $150,000 - $174,999",4 Member HH,128
24780,"Greenville, NC Metro","Income $150,000 - $174,999",5+ Member HH,170
24780,"Greenville, NC Metro","Income $175,000 - $199,999",1 Member HH,84
24780,"Greenville, NC Metro","Income $175,000 - $199,999",2 Member HH,156
24780,"Greenville, NC Metro","Income $175,000 - $199,999",3 Member HH,73
24780,"Greenville, NC Metro","Income $175,000 - $199,999",4 Member HH,81
24780,"Greenville, NC Metro","Income $175,000 - $199,999",5+ Member HH,95
24780,"Greenville, NC Metro","Income $200,000 - $249,999",1 Member HH,250
24780,"Greenville, NC Metro","Income $200,000 - $249,999",2 Member HH,239
24780,"Greenville, NC Metro","Income $200,000 - $249,999",3 Member HH,79
24780,"Greenville, NC Metro","Income $200,000 - $249,999",4 Member HH,59
24780,"Greenville, NC Metro","Income $200,000 - $249,999",5+ Member HH,66
24780,"Greenville, NC Metro","Income $25,000 - $34,999",1 Member HH,2754
24780,"Greenville, NC Metro","Income $25,000 - $34,999",2 Member HH,2293
24780,"Greenville, NC Metro","Income $25,000 - $34,999",3 Member HH,616
24780,"Greenville, NC Metro","Income $25,000 - $34,999",4 Member HH,326
24780,"Greenville, NC Metro","Income $25,000 - $34,999",5+ Member HH,435
24780,"Greenville, NC Metro","Income $250,000+",1 Member HH,492
24780,"Greenville, NC Metro","Income $250,000+",2 Member HH,428
24780,"Greenville, NC Metro","Income $250,000+",3 Member HH,162
24780,"Greenville, NC Metro","Income $250,000+",4 Member HH,87
24780,"Greenville, NC Metro","Income $250,000+",5+ Member HH,183
24780,"Greenville, NC Metro","Income $35,000 - $49,999",1 Member HH,3803
24780,"Greenville, NC Metro","Income $35,000 - $49,999",2 Member HH,4015
24780,"Greenville, NC Metro","Income $35,000 - $49,999",3 Member HH,994
24780,"Greenville, NC Metro","Income $35,000 - $49,999",4 Member HH,421
24780,"Greenville, NC Metro","Income $35,000 - $49,999",5+ Member HH,471
24780,"Greenville, NC Metro","Income $50,000 - $74,999",1 Member HH,2482
24780,"Greenville, NC Metro","Income $50,000 - $74,999",2 Member HH,3861
24780,"Greenville, NC Metro","Income $50,000 - $74,999",3 Member HH,1699
24780,"Greenville, NC Metro","Income $50,000 - $74,999",4 Member HH,1040
24780,"Greenville, NC Metro","Income $50,000 - $74,999",5+ Member HH,1526
24780,"Greenville, NC Metro","Income $75,000 - $99,999",1 Member HH,934
24780,"Greenville, NC Metro","Income $75,000 - $99,999",2 Member HH,1998
24780,"Greenville, NC Metro","Income $75,000 - $99,999",3 Member HH,1141
24780,"Greenville, NC Metro","Income $75,000 - $99,999",4 Member HH,948
24780,"Greenville, NC Metro","Income $75,000 - $99,999",5+ Member HH,1644
24780,"Greenville, NC Metro","Income <$15,000",1 Member HH,5901
24780,"Greenville, NC Metro","Income <$15,000",2 Member HH,4158
24780,"Greenville, NC Metro","Income <$15,000",3 Member HH,795
24780,"Greenville, NC Metro","Income <$15,000",4 Member HH,355
24780,"Greenville, NC Metro","Income <$15,000",5+ Member HH,365
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $100,000 - $124,999",1 Member HH,5203
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $100,000 - $124,999",2 Member HH,9082
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $100,000 - $124,999",3 Member HH,4371
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $100,000 - $124,999",4 Member HH,3061
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $100,000 - $124,999",5+ Member HH,4783
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $125,000 - $149,999",1 Member HH,2854
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $125,000 - $149,999",2 Member HH,4556
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $125,000 - $149,999",3 Member HH,2104
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $125,000 - $149,999",4 Member HH,1661
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $125,000 - $149,999",5+ Member HH,2821
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $15,000 - $24,999",1 Member HH,16055
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $15,000 - $24,999",2 Member HH,16068
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $15,000 - $24,999",3 Member HH,5019
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $15,000 - $24,999",4 Member HH,2759
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $15,000 - $24,999",5+ Member HH,3432
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $150,000 - $174,999",1 Member HH,2442
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $150,000 - $174,999",2 Member HH,3152
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $150,000 - $174,999",3 Member HH,1008
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $150,000 - $174,999",4 Member HH,673
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $150,000 - $174,999",5+ Member HH,993
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $175,000 - $199,999",1 Member HH,599
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $175,000 - $199,999",2 Member HH,1333
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $175,000 - $199,999",3 Member HH,791
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $175,000 - $199,999",4 Member HH,585
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $175,000 - $199,999",5+ Member HH,912
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $200,000 - $249,999",1 Member HH,1035
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $200,000 - $249,999",2 Member HH,1439
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $200,000 - $249,999",3 Member HH,635
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $200,000 - $249,999",4 Member HH,516
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $200,000 - $249,999",5+ Member HH,723
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $25,000 - $34,999",1 Member HH,14525
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $25,000 - $34,999",2 Member HH,14327
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $25,000 - $34,999",3 Member HH,4599
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $25,000 - $34,999",4 Member HH,2585
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $25,000 - $34,999",5+ Member HH,3249
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $250,000+",1 Member HH,1529
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $250,000+",2 Member HH,2207
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $250,000+",3 Member HH,971
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $250,000+",4 Member HH,711
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $250,000+",5+ Member HH,1092
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $35,000 - $49,999",1 Member HH,16133
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $35,000 - $49,999",2 Member HH,21431
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $35,000 - $49,999",3 Member HH,6769
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $35,000 - $49,999",4 Member HH,3331
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $35,000 - $49,999",5+ Member HH,3621
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $50,000 - $74,999",1 Member HH,14154
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $50,000 - $74,999",2 Member HH,23612
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $50,000 - $74,999",3 Member HH,11465
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $50,000 - $74,999",4 Member HH,7597
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $50,000 - $74,999",5+ Member HH,11452
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $75,000 - $99,999",1 Member HH,6497
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $75,000 - $99,999",2 Member HH,13727
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $75,000 - $99,999",3 Member HH,7858
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $75,000 - $99,999",4 Member HH,6060
24860,"Greenville-Anderson-Mauldin, SC Metro","Income $75,000 - $99,999",5+ Member HH,10227
24860,"Greenville-Anderson-Mauldin, SC Metro","Income <$15,000",1 Member HH,20253
24860,"Greenville-Anderson-Mauldin, SC Metro","Income <$15,000",2 Member HH,18371
24860,"Greenville-Anderson-Mauldin, SC Metro","Income <$15,000",3 Member HH,3438
24860,"Greenville-Anderson-Mauldin, SC Metro","Income <$15,000",4 Member HH,1709
24860,"Greenville-Anderson-Mauldin, SC Metro","Income <$15,000",5+ Member HH,2119
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $100,000 - $124,999",1 Member HH,2857
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $100,000 - $124,999",2 Member HH,4511
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $100,000 - $124,999",3 Member HH,1787
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $100,000 - $124,999",4 Member HH,1069
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $100,000 - $124,999",5+ Member HH,1616
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $125,000 - $149,999",1 Member HH,1241
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $125,000 - $149,999",2 Member HH,1953
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $125,000 - $149,999",3 Member HH,727
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $125,000 - $149,999",4 Member HH,503
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $125,000 - $149,999",5+ Member HH,808
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $15,000 - $24,999",1 Member HH,7876
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $15,000 - $24,999",2 Member HH,8231
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $15,000 - $24,999",3 Member HH,2152
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $15,000 - $24,999",4 Member HH,1160
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $15,000 - $24,999",5+ Member HH,1320
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $150,000 - $174,999",1 Member HH,1234
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $150,000 - $174,999",2 Member HH,1591
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $150,000 - $174,999",3 Member HH,383
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $150,000 - $174,999",4 Member HH,232
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $150,000 - $174,999",5+ Member HH,320
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $175,000 - $199,999",1 Member HH,303
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $175,000 - $199,999",2 Member HH,458
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $175,000 - $199,999",3 Member HH,208
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $175,000 - $199,999",4 Member HH,144
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $175,000 - $199,999",5+ Member HH,151
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $200,000 - $249,999",1 Member HH,404
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $200,000 - $249,999",2 Member HH,543
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $200,000 - $249,999",3 Member HH,169
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $200,000 - $249,999",4 Member HH,97
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $200,000 - $249,999",5+ Member HH,160
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $25,000 - $34,999",1 Member HH,7201
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $25,000 - $34,999",2 Member HH,7373
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $25,000 - $34,999",3 Member HH,2053
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $25,000 - $34,999",4 Member HH,1184
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $25,000 - $34,999",5+ Member HH,1461
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $250,000+",1 Member HH,605
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $250,000+",2 Member HH,763
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $250,000+",3 Member HH,266
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $250,000+",4 Member HH,185
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $250,000+",5+ Member HH,235
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $35,000 - $49,999",1 Member HH,8589
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $35,000 - $49,999",2 Member HH,11614
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $35,000 - $49,999",3 Member HH,2958
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $35,000 - $49,999",4 Member HH,1486
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $35,000 - $49,999",5+ Member HH,1464
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $50,000 - $74,999",1 Member HH,6928
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $50,000 - $74,999",2 Member HH,10797
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $50,000 - $74,999",3 Member HH,5593
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $50,000 - $74,999",4 Member HH,3487
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $50,000 - $74,999",5+ Member HH,5333
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $75,000 - $99,999",1 Member HH,3652
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $75,000 - $99,999",2 Member HH,6316
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $75,000 - $99,999",3 Member HH,3551
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $75,000 - $99,999",4 Member HH,2691
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income $75,000 - $99,999",5+ Member HH,4344
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income <$15,000",1 Member HH,9979
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income <$15,000",2 Member HH,11417
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income <$15,000",3 Member HH,1507
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income <$15,000",4 Member HH,714
25060,"Gulfport-Biloxi-Pascagoula, MS Metro","Income <$15,000",5+ Member HH,795
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $100,000 - $124,999",1 Member HH,1507
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $100,000 - $124,999",2 Member HH,3333
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $100,000 - $124,999",3 Member HH,1478
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $100,000 - $124,999",4 Member HH,1143
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $100,000 - $124,999",5+ Member HH,1735
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $125,000 - $149,999",1 Member HH,1199
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $125,000 - $149,999",2 Member HH,1810
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $125,000 - $149,999",3 Member HH,640
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $125,000 - $149,999",4 Member HH,489
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $125,000 - $149,999",5+ Member HH,725
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $15,000 - $24,999",1 Member HH,3701
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $15,000 - $24,999",2 Member HH,3627
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $15,000 - $24,999",3 Member HH,1033
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $15,000 - $24,999",4 Member HH,508
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $15,000 - $24,999",5+ Member HH,624
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $150,000 - $174,999",1 Member HH,1183
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $150,000 - $174,999",2 Member HH,1740
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $150,000 - $174,999",3 Member HH,519
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $150,000 - $174,999",4 Member HH,337
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $150,000 - $174,999",5+ Member HH,471
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $175,000 - $199,999",1 Member HH,101
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $175,000 - $199,999",2 Member HH,217
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $175,000 - $199,999",3 Member HH,71
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $175,000 - $199,999",4 Member HH,56
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $175,000 - $199,999",5+ Member HH,75
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $200,000 - $249,999",1 Member HH,388
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $200,000 - $249,999",2 Member HH,493
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $200,000 - $249,999",3 Member HH,159
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $200,000 - $249,999",4 Member HH,99
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $200,000 - $249,999",5+ Member HH,134
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $25,000 - $34,999",1 Member HH,3604
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $25,000 - $34,999",2 Member HH,3441
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $25,000 - $34,999",3 Member HH,1016
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $25,000 - $34,999",4 Member HH,529
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $25,000 - $34,999",5+ Member HH,707
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $250,000+",1 Member HH,431
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $250,000+",2 Member HH,666
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $250,000+",3 Member HH,199
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $250,000+",4 Member HH,122
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $250,000+",5+ Member HH,163
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $35,000 - $49,999",1 Member HH,4326
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $35,000 - $49,999",2 Member HH,6297
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $35,000 - $49,999",3 Member HH,1524
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $35,000 - $49,999",4 Member HH,698
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $35,000 - $49,999",5+ Member HH,705
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $50,000 - $74,999",1 Member HH,4904
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $50,000 - $74,999",2 Member HH,8181
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $50,000 - $74,999",3 Member HH,3470
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $50,000 - $74,999",4 Member HH,2168
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $50,000 - $74,999",5+ Member HH,3017
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $75,000 - $99,999",1 Member HH,2077
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $75,000 - $99,999",2 Member HH,5185
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $75,000 - $99,999",3 Member HH,2709
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $75,000 - $99,999",4 Member HH,2028
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income $75,000 - $99,999",5+ Member HH,3311
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income <$15,000",1 Member HH,4380
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income <$15,000",2 Member HH,3730
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income <$15,000",3 Member HH,736
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income <$15,000",4 Member HH,369
25180,"Hagerstown-Martinsburg, MD-WV Metro","Income <$15,000",5+ Member HH,419
25220,"Hammond, LA Metro","Income $100,000 - $124,999",1 Member HH,945
25220,"Hammond, LA Metro","Income $100,000 - $124,999",2 Member HH,1363
25220,"Hammond, LA Metro","Income $100,000 - $124,999",3 Member HH,557
25220,"Hammond, LA Metro","Income $100,000 - $124,999",4 Member HH,412
25220,"Hammond, LA Metro","Income $100,000 - $124,999",5+ Member HH,683
25220,"Hammond, LA Metro","Income $125,000 - $149,999",1 Member HH,534
25220,"Hammond, LA Metro","Income $125,000 - $149,999",2 Member HH,667
25220,"Hammond, LA Metro","Income $125,000 - $149,999",3 Member HH,214
25220,"Hammond, LA Metro","Income $125,000 - $149,999",4 Member HH,148
25220,"Hammond, LA Metro","Income $125,000 - $149,999",5+ Member HH,238
25220,"Hammond, LA Metro","Income $15,000 - $24,999",1 Member HH,2943
25220,"Hammond, LA Metro","Income $15,000 - $24,999",2 Member HH,2767
25220,"Hammond, LA Metro","Income $15,000 - $24,999",3 Member HH,698
25220,"Hammond, LA Metro","Income $15,000 - $24,999",4 Member HH,349
25220,"Hammond, LA Metro","Income $15,000 - $24,999",5+ Member HH,478
25220,"Hammond, LA Metro","Income $150,000 - $174,999",1 Member HH,625
25220,"Hammond, LA Metro","Income $150,000 - $174,999",2 Member HH,645
25220,"Hammond, LA Metro","Income $150,000 - $174,999",3 Member HH,147
25220,"Hammond, LA Metro","Income $150,000 - $174,999",4 Member HH,92
25220,"Hammond, LA Metro","Income $150,000 - $174,999",5+ Member HH,99
25220,"Hammond, LA Metro","Income $175,000 - $199,999",1 Member HH,37
25220,"Hammond, LA Metro","Income $175,000 - $199,999",2 Member HH,44
25220,"Hammond, LA Metro","Income $175,000 - $199,999",3 Member HH,19
25220,"Hammond, LA Metro","Income $175,000 - $199,999",4 Member HH,8
25220,"Hammond, LA Metro","Income $175,000 - $199,999",5+ Member HH,12
25220,"Hammond, LA Metro","Income $200,000 - $249,999",1 Member HH,127
25220,"Hammond, LA Metro","Income $200,000 - $249,999",2 Member HH,169
25220,"Hammond, LA Metro","Income $200,000 - $249,999",3 Member HH,45
25220,"Hammond, LA Metro","Income $200,000 - $249,999",4 Member HH,22
25220,"Hammond, LA Metro","Income $200,000 - $249,999",5+ Member HH,50
25220,"Hammond, LA Metro","Income $25,000 - $34,999",1 Member HH,2133
25220,"Hammond, LA Metro","Income $25,000 - $34,999",2 Member HH,2181
25220,"Hammond, LA Metro","Income $25,000 - $34,999",3 Member HH,612
25220,"Hammond, LA Metro","Income $25,000 - $34,999",4 Member HH,364
25220,"Hammond, LA Metro","Income $25,000 - $34,999",5+ Member HH,472
25220,"Hammond, LA Metro","Income $250,000+",1 Member HH,205
25220,"Hammond, LA Metro","Income $250,000+",2 Member HH,237
25220,"Hammond, LA Metro","Income $250,000+",3 Member HH,66
25220,"Hammond, LA Metro","Income $250,000+",4 Member HH,30
25220,"Hammond, LA Metro","Income $250,000+",5+ Member HH,52
25220,"Hammond, LA Metro","Income $35,000 - $49,999",1 Member HH,2755
25220,"Hammond, LA Metro","Income $35,000 - $49,999",2 Member HH,3161
25220,"Hammond, LA Metro","Income $35,000 - $49,999",3 Member HH,755
25220,"Hammond, LA Metro","Income $35,000 - $49,999",4 Member HH,397
25220,"Hammond, LA Metro","Income $35,000 - $49,999",5+ Member HH,466
25220,"Hammond, LA Metro","Income $50,000 - $74,999",1 Member HH,1891
25220,"Hammond, LA Metro","Income $50,000 - $74,999",2 Member HH,3114
25220,"Hammond, LA Metro","Income $50,000 - $74,999",3 Member HH,1568
25220,"Hammond, LA Metro","Income $50,000 - $74,999",4 Member HH,1037
25220,"Hammond, LA Metro","Income $50,000 - $74,999",5+ Member HH,1670
25220,"Hammond, LA Metro","Income $75,000 - $99,999",1 Member HH,1193
25220,"Hammond, LA Metro","Income $75,000 - $99,999",2 Member HH,1613
25220,"Hammond, LA Metro","Income $75,000 - $99,999",3 Member HH,996
25220,"Hammond, LA Metro","Income $75,000 - $99,999",4 Member HH,844
